global _id,id,frame,frame_elements,definition,link,lus
749,95,Hair_configuration,Configuration Hair Hair_Property Possessor Accessory Location Subregion,"Temporary or permanent Styles and Configurations of Hair, as well as its inherent Nature. Note that Attachment and Body Part will generally be incorporated in the lexical meanings. Subregions (e.g. roots, ends) are often not specified, and sometimes incorporated (e.g. in 'bangs')  On either side her head gleamed coiled braids of dark-gold hair , almost pale copper in the subdued light of the room .",,"långhårig.a, fläta.n, lockig.a, hårpiska.n"
742,96,Ground_up,Undergoer Result,In this frame an Undergoer is in a state of having been broken into smaller pieces.   We enjoy eating ground beef .,,finkornig.adv
95,97,Assessing,Assessor Feature Medium Method Phenomenon Beneficiary Circumstances Co_participant Degree Depictive Duration Evidence Explanation Frequency Manner Means Place Purpose Result Standard Time Value,"An Assessor examines a Phenomenon to figure out its Value according to some Feature of the Phenomenon. This Value is a factor in determining the acceptability of the Phenomenon. In some cases, a Method (implicitly involving an Assessor) is used to determine the Phenomenon's Value.  Each company is then evaluated for their earning potential. CNI  From the evidence of the pilot studies the risk of damage to the test subjects was rated too high to continue. CNI He weighed his options carefully.",,"ranka.v, bedöma.v, utvärdering.n, bedömning.n, nedvärdera.v, värdering.n, utvärdera.v"
397,98,Conquering,Conqueror Theme Degree Depictive Frequency Instrument Manner Means Place Purpose Time,"This frame describes a Theme losing its autonomy and perhaps sustaining material damage as the result of a successful invasion on the behalf of a Conqueror.  The Spaniards conquered the Incas with both the Cross and the arquebus  He said that the aim had been the takeover of the Soviet government by ""advocates of swift privatization""  The Romans fell to the Goths in 410 AD.  Bright Star campaign forces captured the garrison town of Kajo Kaji ",,"övervinna.v, erövring.n, inta.v"
741,99,Grooming,Agent Body_part Patient Duration Frequency Instrument Manner Means Medium Place Purpose Result Sub_region Time,"In this frame, an Agent engages in personal body care. An Instrument can be used in this process as well as a Medium. ",,"duscha.v, kamma.v, raka.v, borsta.v, bada.v, basta.v, rykta.v, ryktaryktas.v, permanenta.v"
746,100,Guest_and_host,Guest Host Host_location Degree Depictive Descriptor Duration Manner Means Time,"Two individuals, the Guest and the Host are in a temporary social relationship within which the Host provides use of a location or resources for the Guest at a location highly associated with the Host (in many cases, where the Host lives or works). The Guest is not expected to reciprocate the hospitality of the Host while the relationship holds, though may be expected to act as Host at a later time.  Commander Silvers was the President's guest last week at the White House.  Steve Stephens will be your host for the weekend.",,"gäst.n, värd.n"
564,101,Employment_end,Employee Employer Position Manner Place Time,"This is a non-perspectivized frame representing the final stage of the Employment_scenario, in which the relationship between the Employer and the Employee comes to an end. There are two different ways in which the relation ends, represented in the Firing frame (in which the Employer is agentive) and the Quitting frame (in which the Employee is agentive).  ",,
745,102,Growing_food,Food Grower Circumstances Duration Frequency Ground Instrument Manner Means Particular_iteration Place Purpose Source Time,A Grower endeavors to tend to and influence the environment of Food so as to foster its growth.  I grow my own vegetables.,,"odling.n, odla.v"
415,103,Convey_importance,Medium Message Speaker Addressee Circumstances Degree Event_description Frequency Iteration Manner Means Particular_iteration Period_of_iterations Place Time Period of iterations Particular Iteration,"Through a Message, a Speaker (sometimes encoded metonymically by a Medium) communicates the relative importance of the state of affairs denoted by the Message.   Reid emphasized that he and Dean meet every month. Above all , Mr Tsongas stressed the need for his message to be heard.  Professor Perkin has stressed how favourable Britain 's situation was . The courts have repeatedly stressed that the making of an order is discretionary. ""The whole Muslim society should respect these rights,"" he stressed. The panelists stressed to an audience of about 100 at North Dakota State University's Memorial Union that people of different religions in this community need to talk - and find out they're not all that different.",,poängtera.v
1 682,104,Conferring_benefit,Benefactor Beneficial_situation Beneficiary Degree Domain Subset,,,"förmån.n, fördel.n, främja.v, gynna.v"
515,105,Downing,Agent Cause Patient Depictive Instrument Manner Means Place Result Time,,,
349,106,Color,Attribute Color Entity Cause Color_qualifier Comparand Degree Descriptor Sub-region Type,"A Color serves as a landmark in color-space, either a point-like landmark (e.g. burnt sienna) or a broader region (e.g. blue). Especially when the Color designates a broad region in color-space, it may be defined with a specific Type, further specified by comparison to the color of a Comparand, modified by a Color_qualifier, or evaluated with a Descriptor. All color words are generally used to specify the color of some (physical) Entity. I really like that shade of blue. The welts on his side had already turned an angry red. The room was bathed in a soft pink light. They promptly set up a zillion bright vermilion pavilions. His face and hands were brown from a life spent in the bright sun of the fields. ",,"blå.a, vit.a, gul.a, orangegul.a, grön.a, röd.a, svart.a, rödbrun.a, brons.n, brun.a, vidvit.a, klarblå.a, rödflammig.a, vitVita HusetVita huset.a, svartsvart hål.a, hudfärg.n, ljusgul.a, mörkbrun.a"
1 029,107,Notification_of_charges,Accused Arraign_authority Charges Place Time Containing_event,"The judge or other court officer (the Authority) informs the Accused of the Charges against him/her, i.e. the alleged actions and the relevant laws.",,"åtal.n, åtala.v"
347,108,Collocation_image_schema,Ground Profiled_region,A Profiled_region is specified as entirely or largely coinciding with that of a Ground.,,
344,109,Collaboration,Partners Partner_1 Partner_2 Undertaking Degree Duration Manner Means Place Time,Partner_1 and Partner_2 or a group of Partners work together in some Undertaking. The Partners are taken to be of equal status even when expressed disjointly.    CSTR actively collaborates with the Departments of Artificial Intelligence and Physics.   Tom and the American composer Steve Riche have recently collaborated on a piece of elevator music.,,samarbete.n
343,110,Coincidence,State_of_affairs Place Time,"A State_of_affairs (a state or event) either holds or occurs, and is presented as being causally independent of other (implicit) states or events that might otherwise have been expected to be causally related to the State_of_affairs. The Time or Place may also be mentioned.  ",,"råka.v, tillfällighet.n, slump.n"
1 681,111,Cognitive_impact,Experiencer Phenomenon Circumstances Frequency Judgment Manner,,,
342,112,Cognitive_connection,Concepts Concept_1 Concept_2 Circumstances Degree Point_of_view Specification,"A concept, Concept_1, is related causally or collocationally to another concept, Concept_2, by means of some Evidence. They may be related only under certain Circumstances or from a certain Point_of_view. The two concepts may be expressed collectively as associated Concepts. Any cognizer is deprofiled.",,förknippa.v
565,113,Employment_scenario,Employee Employer Task Compensation Duration Field Position,"An Employee and Employer enter into an employment relation, wherein the Employee remains employed for some Duration of time, and finally the relationship ends either by the Employee leaving the job or the Employer letting go (or firing) the Employee. To each of these events there are concomitants, such as agreeing to/signing a contract for entering employment, compensation and performance of a service for the employment period itself, and severance for the dissolution of the relationship. There are several other events involved, including preparatory actions on the part of the Employer (posting the Position), the prospective Employee's part (looking for a job), or both (job interviews). In addition, there is the possibility of change in the relationship of Employer and Employee during the employment period, such as a change in Position (e.g. promotion, demotion) and a change in Compensation (e.g. raise, paycut).",,
398,114,Contact_image_schema,Ground Profiled_region,A Profiled_region occupies the space in contact with the Ground.,,
354,115,Coming_to_be,Entity Cause Components Duration_of_endstate Manner Period_of_Iterations Place Role Time,"An Entity comes into existence at a particular Place and Time which may take a certain Duration_of_endstate, have a Cause, or be formed from Components.  Problems may arise whenever an S1 sophont enters the game. Mountains sometimes form in as little as a million years. A new paradigm emerged from the discussion of nuclear weapons. New Plants form from the cut veins in two weeks.",,"uppstå.v, uppkomma.v"
353,116,Come_together,Configuration Individuals Party_1 Party_2 Frequency Iteration Manner Means Particular_iteration Place Purpose Time Topic Explanation,"In this frame a group of Individuals meet to form a Configuration. The Individuals or the Configuration may be expressed as the external argument of the predicates in this frame. In this frame, it is ambiguous whether or not the Individuals intentionally come together. In an alternative construal, a grammatically more prominent Party_1 congregates with a Party_2, expressed as an oblique phrase. If this asymmetric construal is chosen, Purpose relates only to Party_1.  The congregating happens in a certain Place and at a certain Time.  The crowd came together in the courtyard. The architects amassed in the lobby. ",,"möta.v, trängaträngas.v, mötamötas.v, trängaträngastränga ut.v"
350,117,Color_qualities,Color Described_entity Degree,This frame contains words that describe specific aspects of a Color. The Degree to which the color being discussed deviates from the prototype may be marked. The description may also target a specific Aspect of color.,,blank.a
327,118,Chemical_potency,Chemical_entity Degree Circumstances Place Time,,,"kraftfull.a, stark.a, rejäl.adv, kraftfull.adv"
326,119,Chemical-sense_description,Perceptual_source Sensory_attribute Degree,"This frame covers the descriptions of tastes and smells, and has one main frame element, Source. The frame element Sensory_attribute occurs mainly with the words taste, flavour, and smell.  The almonds had a bitter taste. The almonds are bitter.",,"söt.a, god.a, sötma.n, smarrig.a, stark.a, bitter.adv, god.adv, salt.a, brabästgod.adv"
325,120,Chatting,Interlocutor_1 Interlocutor_2 Interlocutors Depictive Duration Language Manner Means Means_of_communication Place Purpose Time Topic,"A group of people (the Interlocutors or Interlocutor_1 and Interlocutor_2 together) have a conversation. No person is construed as only a speaker or only an addressee. Rather, it is understood that both (or all) participants do some speaking and some listening--the process is understood to be symmetrical or reciprocal. In this frame, the purpose of the conversation is generally social, rather than specifically to decide something or exchange information, or to quarrel (see Discussion and Quarreling).  If you ain't got nothin' better to do, I 'd like to shoot the breeze with you for a couple. We used to chat about everything.",,"skämta.v, snacka.v"
323,121,Chaos,Entity State Degree Descriptor Duration Place Time,,,"ordningi ordning:21.n, kaos.n, ordninghålla ordning:4.n, ordning.n"
1 024,122,Non-commutative_process,Term_1 Term_2 Calculator,"LUs in this frame describe a non-commutative process (as opposed to a generic statement) of arithmetic, e.g. subtraction and division, involving two numbers, labeled Term_1 and Term_2. Because of the non-commutative nature of these processes, Term_1 and Term_2 are not separated on a grammatical basis but rather on a mathematical basis (see FE definitions). When referencing the process, the numbers can be vague and are often omitted through indefinite null instantiation.",,subtrahera.v
1 025,123,Non-commutative_statement,Term_1 Term_2 Result Terms,"LUs in this frame describe a non-commutative statement of arithmetic, e.g. subtraction and division, involving two numbers, labeled Term_1 and Term_2. This frame contrasts with Arithmetic_non-commutative_process in that the statement frame emphasizes the relationship between the terms in combining to form some Result.  Because of the non-commutative nature of these processes, Term_1 and Term_2 are not separated on a grammatical basis but rather on a mathematical basis (see FE definitions). When referencing the process, the numbers can be vague and are often omitted through indefinite null instantiation.",,differens.n
319,124,Change_posture,Protagonist Depictive Direction Distance Goal Location Manner Means Path Point_of_contact Purpose Result Source Time,A Protagonist changes the overall position and posture of the body.,,"sträckasträcka sig.v, sträckasträcka på sigsträcka sig.v, sträckasträcka sigsträcka ut.v"
1 016,125,Natural_features,Locale Constituent_parts Container_possessor Descriptor Formational_cause Name Relative_location Type,"The Locale is a geographical location as defined by shape. This frame includes natural geographic features, including land/ice forms and bodies of water.   We climbed up the rock cliff. ",,"hav.n, damm.n, skärgård.n, ö.n, golf.n, strand.n, klippblock.n, dal.n, klippa.n, sjö.n, vik.n, håla.n, slätt.n, våg.n, flod.n, älv.n, spricka.n, havsbotten.n, fjäll.n, grotta.n, buktfå bukt:3.n, backe.n, kontinent.n, bränning.n, vulkanö.n"
336,126,Clothing,Garment Body_location Creator Descriptor Material Name Style Subregion Time_of_creation Use Wearer,"This frame refers to clothing and its characteristics, including anything that people conventionally wear. The Wearer wears a Garment that has a certain Style, is made of a certain Material, and can be otherwise characterized by a Descriptor. In some cases, the Body_location (where the garment is worn) and Subregion of the clothing may also be specified.  Claudia dressed in a dark green cotton DRESS clasped round her slender waist with a broad yellow belt , drank a cup of coffee and opened her neglected post .",,"balklänning.n, klänning.n, talartalare.n, rock.n, herrkläder.n, paletå.n, halsduk.n, överdragskläder.n, väst.n, byxa.n, uniform.n, ställställei stället:24.n, snörsko.n, mantel.n, kavaj.n, jeans.n, dräkt.n, päls.n, plagg.n, pjuck.n"
1 022,127,Network,Connections Network Nodes Descriptor Possessor,"A set of entities of the same or similar types (Nodes) are linked to each other by Connections to form a Network allowing for the flow of information, resources, etc.  For the most part, the Interstate System is a connected network of highways bounded by the Canadian and Mexican borders, the Gulf of Mexico, and the Atlantic.  Through our worldwide network of representatives and agents, Lozenger Inc. was able to serve customers in countries around the globe.",,"nätverk.n, webb.n"
1 023,128,Noise_makers,Noise_maker Creator Ground Material Name Time_of_creation Type Use,"The Noise_maker is an artifact used to produce sound, especially for musical effect.  The church bells rang The car alarm went off again I have never played an acoustic guitar. Each artist personally owns a Steinway and has chosen to perform on the Steinway piano professionally",,
1 009,129,Moving_in_place,Theme Angle Cause Depictive Direction Fixed_location Manner Path_shape Periodicity Place Purpose Result Time,"A Theme moves with respect to a Fixed_location, generally with a certain Periodicity, without undergoing unbounded translational motion or significant alteration of configuration/shape.",,"bölja.v, virvla.v, flaxa.v, vibrera.v, darra.v, rysa.v, pendla.v, jordbävning.n"
331,130,Claim_ownership,Claimant Property Beneficiary Role,"A Claimant asserts his or her right to possession of a piece of Property (either real, such as land, or private). The Claimant may be acting on the behalf of a Beneficiary. The King claims this land and surrounding waters. Hoping to strike it rich, Thaddeus Gulch staked his claim by the river bed. I have dibs on the last piece of cake.",,
1 013,131,Name_conferral,Entity Name Speaker Instrument Manner Means Motivation Name_source Place Purpose Time,This frame contains words that talk about how Speakers name Entities.  They drove through an area nicknamed Sniper's Alley His parents named him Winston after the British prime minister.   In this frame we will ignore uses of words like baptize and christen that don't clearly bring out the name conferral but talk about the meaning of baptism etc. as a sacrament:  They christened the child on December 4th. Method was baptized into the church soon thereafter. Cyril was baptized as a Methodist.,,"namnge.v, namngivning.n"
1 014,132,Namesake,Entity Namesake Anchor Descriptor,"An Entity shares a name with its Namesake. Note that the shared name is not a frame element as it cannot be directly expressed as an argument of the target lexical units in this frame.    Alberta's namesake caught in royal scandal  namesake caught in royal scandal Instead, the eponymous character is a mildly retarded woman, Martha (Winger), whose simplistic view on life places her in ethically compromising positions. DNI He is my namesake, one amongst the many described in my homepage, and is much better qualified to write a page like this.",,
378,133,Commutative_statement,Term1 Term2 Terms Result,"LUs in this frame describe a stative relationship between two numbers, Term1and Term2 or, collectively, Terms, via a commutative arithmetic operation. The numbers are specifically expressed, along with the Result of the operation.  The sum of two and three is five. That's three times the amount I asked for!",,summa.n
377,134,Commutative_process,Term1 Term2 Terms Calculator,"LUs in this frame describe a commutative operation of arithmetic, e.g. addition and multiplication, involving two numbers, labeled Term1 and Term2 or, collectively, Terms. When referencing the process, the numbers can be vague and are often omitted through indefinite null instantiation. There may also be a Calculator who applies the operation.  Add three to five. Any kid knows addition. INI",,"multiplicera.v, addering.n, addera.v"
376,135,Commutation,Executive_authority Original_punishment Manner Means New_punishment Offender Place Reason Time,"An Executive_authority exchanges one penalty, the Original_punishment, for another less severe one, the New_punishment. The Offender is who received the Original_punishment is usually expressed as a modifier.  On December 15, 1971, Governor Winfield Dunn conditionally commuted his sentence to twenty years.  On December 15, 1971, Governor Winfield Dunn conditionally commuted his sentence to twenty years.  She served about two years before President Carter commuted her sentence. She served about two years before President Carter commuted her sentence.",,
375,136,Communication_response,Addressee Message Speaker Topic Trigger Depictive Duration Internal_cause Manner Means Medium Place Purpose Time,This frame deals with communicating a reply or response to some prior communication or action.,,"svara.v, svar.n, besvara.v"
374,137,Communication_noise,Message Speaker Topic Voice Addressee Degree Depictive Internal_cause Manner Means Medium Place Reason Reversive Time,"This frame contains words for types of noise which can be used to characterize verbal communication. It inherits from Communication (possibly more specifically Communication_manner) and the Sound_emission frame (which simply characterizes basic sounds of whatever source, including those made by animals and inanimate objects). As such, it involves a Speaker who produces noise and thus communicates a Message to an Addressee.",,"skrika.v, knorra.v, gnälla.v, mullra.v, gapa.v"
562,138,Employing,Employee Employer Field Position Task Compensation Contract_basis Descriptor Duration Manner Place Purpose Subgroup Time,An Employer employs an Employee whose Position entails that the Employee perform certain Tasks in exchange for Compensation.  I employed him as Chief Gardener for ten years.,,"personal.n, tillsätta.v, nyanställa.v, anställa.v"
372,139,Communication_manner,Addressee Message Speaker Topic Degree Depictive Duration Manner Means Medium Place Result Reversive Time,The words in this frame describe Manners of verbal communication. All of them can occur with quoted expressions.   He slurred his confession.,,"mumla.v, sjunga.v, mumlande.n, yra.v"
370,140,Communication,Communicator Medium Message Topic Addressee Amount_of_information Depictive Duration Frequency Manner Means Place Purpose Time,"A Communicator conveys a Message to an Addressee; the Topic and Medium of the communication also may be expressed. This frame includes no specification of the method of communication (speech, writing, gesture, etc.). The frames that inherit the general Communication frame can add elaboration to the Medium in a variety of ways (in French, on the radio program, in a letter) or to the Manner of communication (babble, rant, shout, whisper). There are also frames that either do not inherit all of the FEs of this frame or do not inherit them in a straightforward manner (such as Conversation, in which Communicator and Addressee alternate roles, and are often expressed by a single, plural NP).  Let's hope it did n't have time to communicate any of its findings to its overlords .  NB: For many words in this domain (those which do not inherently ascribe cognitive/social processes to a Communicator, position a statement within a conversation, or specify Medium in detail), there is a metaphorical usage which maps Communication onto an alternate POV of Becoming_aware, with corresponding maps for frames related to Communication. This metaphor is most felicitous with Means or Medium subjects, which are mapped onto the Evidence FE of Becoming_aware. In many cases this metaphor maps Communication onto the Evidence frame, but not always. Some words from the Communication domain are listed in the Evidence frame since they are deemed to be lexicalized.  A flick of his gaze toward the doorway told me what he really wanted . MET This painting really speaks to me . INI MET  Putting his arm around her protectively achieved nothing but announcing to their captors their vulnerability . MET It says a lot that he did n't come back . INI MET ",,larma.v
381,141,Competition,Competition Participant_1 Participant_2 Participants Degree Duration Frequency Manner Means Place Prize Purpose Rank Score Time Venue,"This frame is concerned with the idea that people (Participant_1, Participant_2, or Participants) participate in an organized rule governed activity (the Competition) in order to achieve some advantageous outcome (often the Prize). Rank and Score are different criteria by which the degree of achievement of the advantageous outcome is judged. ",,"tävling.n, utmaning.n, match.n, konkurrens.n, spelare.n, kappkomma i kapp:15i kapp:16.n, konkurrent.n, kvartsfinal.n"
1 690,142,Compensating,Compensation Compensator Beneficiary Expenditure Loss Substituting_party Theme Degree Means Manner Purpose Reason Tid,,,kompensera.v
380,143,Compatibility,Items Item_1 Item_2 Parameter Degree,"Item-1 and Item-2 are compatible with each other if they can exist or function together in some context without problems, conflict, or other undesirable situation. The set of Item-1 and Item-2 may be expressed jointly as Items. The Degree to which the Items are compatible may also be indicated, as may be a Parameter along whose lines the Items are compatible.  Make sure your site is compatible with any browser. Our software applications are compatible.  ",,"sitta.v, överensstämmelse.n, förenlig.a, stämma överens:4.adv, matcha.v"
361,144,Commerce_money-transfer,Buyer Exchangers Goods Money Seller Manner Means Place Purpose Rate Time Unit Reason,The subframe of the Commercial_transaction frame which involves the transfer of Money from the Buyer to the Seller (in exchange for the Goods).,,
360,145,Commerce_goods-transfer,Buyer Exchangers Goods Money Seller Manner Means Place Purpose Rate Time Unit Reason,The subframe of the Commercial_transaction in which the Seller gives the Goods to the Buyer (in exchange for the Money).,,
359,146,Commerce_collect,Buyer Goods Money Rate Seller Manner Means Place Purpose Reason Time Unit,Subframe of Commerce_money-transfer in which the Seller comes to have the Money.,,
358,147,Commerce_buy,Buyer Goods Manner Means Money Place Period_of_iteration Purpose Purpose_of_goods Rate Reason Recipient Seller Time Unit,"These are words describing a basic commercial transaction involving a buyer and a seller exchanging money and goods, taking the perspective of the buyer. The words vary individually in the patterns of frame element realization they allow. For example, the typical pattern for the verb BUY:BUYER buys GOODS from SELLER for MONEY.Abby bought a car from Robin for $5,000.",,"spekulant.n, köpa.v, köppå köpet:13.n, intressent.n, handla.v, köppå köpet:19.n, kund.n, konsument.n, klient.n, köpare.n"
357,148,Commemorative,Dedicated_entity Dedicated_type Honored_entity,"This frame describes a particular compounding construction (a pattern of coinage) by which more complex words can be created by joining an Honored_entity to a Dedicated_type to describe a particular Dedicated_entity which has been officially named for the Honored_entity. The Dedicated_type and Honored_entity FEs each form part of the Lexical Units (annotated on the second FE layer), and the Dedicated_entity is the denotation of the whole. Since each of the FEs is a part of the Lexical Unit, there is no assignment of Grammatical Function or Phrase Type. The Dedicated_type should (in principle) also be annotated as a LU in a separate frame. Targets are added opportunistically to this frame in the course of annotating other frames. For example, the Day of Armistice Day should also be annotated in the Calendric_unit frame.  1st layer: Turn right at the Jefferson Building. 2nd layer: Turn right at the Jefferson Building.",,"nyårsafton.n, påskafton.n"
356,149,Coming_up_with,Cognizer Idea Amount_of_progress Depictive Manner Material Means Place Purpose Result Time Location_of_appearance,"Words in this frame have to do with a Cognizer creating a new intellectual entity, the Idea. These words are similar to words of physical creation such as build and make, and in some cases may be understood as metaphorically based on such words. However, the Ideas in this frame are predominantly conceptual in nature.  Compare this frame with Achieving_first. In that frame, the fact that the idea is new to society is emphasized, whereas Coming_up_with refers to an agentive Cognizer using mental effort to figure something out, without any implication of the impact of the idea.  I 've been trying to come up with a plan .  ",,"formulera.v, formgivning.n, formge.v, upprätta.v, utforma.v"
355,150,Coming_to_believe,Cognizer Content Evidence Means Medium Topic Degree Depictive Manner Place Time,"A person (the Cognizer) comes to believe something (the Content), sometimes after a process of reasoning. This change in belief is usually initiated by a person or piece of Evidence. Occasionally words in this domain are accompanied by phrases expressing Topic, i.e. that which the mental Content is about.   Based on the most recent census I have concluded that most Americans sleep too much.  ",,"finnafinnas.v, finna.v, inse.v, insikt.n, anta.v, slutsats.n, lära.v, gissa.v, finnafinna sig.v, listalista ut.v"
369,151,Communicate_categorization,Speaker Category Item Medium Circumstances Criteria Duration Manner Means Time Place,"A Speaker communicates a message stating an Item's membership in a Category, i.e., asserts that the Item has the defining characteristics of the Category. Alternatively, the message is conceived as communicated by a Medium.  He depicted his involvement as merely peripheral.  The first half of the book portrays Bragg's mother as a beautiful and heartbroken woman.",,"beskriva.v, presentera.v, presentation.n, skildring.n, skildra.v, föreställaföreställa sig.v, föreställa.v, utmåla.v"
368,152,Commonality,Commonality Entities Entity_1 Entity_2,,,"gemensam.a, dela.v, deladela upp.v, deladela ut.v, deladela med sigdela sig.v"
367,153,Committing_crime,Perpetrator Crime Frequency Instrument Manner Means Place Purpose Reason Time,"A Perpetrator (generally intentionally) commits a Crime, i.e. does something not permitted by the laws of society.  They perpetrated a felony by substituting a lie for negotiations.  The suspect had allegedly committed the crime to gain the attention of a female celebrity.",,
366,154,Commitment,Addressee Medium Message Speaker Topic Manner Period_of_iterations Place Purpose Time,A Speaker makes a commitment to an Addressee to carry out some future action. This may be an action desirable (as with promise) or not desirable (as with threaten) to the Addressee. Some of the words in this frame allow an Addressee to be expressed. You promised me you'd come to my graduation. Other words cannot normally occur with an Addressee. Kim undertook to finish the project by June.,,"hota.v, erbjuda.v, svära.v, lova.v, hot.n, åta sig.v"
365,155,Commercial_transaction,Buyer Goods Money Seller Means Rate Unit,"These are words that describe basic commercial transactions involving a Buyer and a Seller who exchange Money and Goods. The individual words vary in the frame element realization patterns. For example, the typical patterns for the verbs buy and sell are: BUYER buys GOODS from the SELLER for MONEY. SELLER sells GOODS to the BUYER for MONEY.",,skumraskaffär.n
364,156,Commerce_sell,Buyer Goods Seller Manner Means Money Place Purpose Purpose_of_Goods Period_of_iteration Rate Reason Relay Result Reversive Time Unit,"These are words describing basic commercial transactions involving a buyer and a seller exchanging money and goods, taking the perspective of the seller. The words vary individually in the patterns of frame element realization they allow. For example, the typical patterns for SELL: SELLER sells GOODS to BUYER for MONEY. Robin sold a car to Abby for $5,000.",,"sälja.v, säljasälja sig.v, försäljning.n"
363,157,Commerce_scenario,Buyer Goods Money Seller Manner Means Purpose Rate Unit,"Commerce is a situation in which a Buyer and a Seller have agreed upon an exchange of Money and Goods (possibly after a negotiation), and then perform the exchange, optionally carrying it out with various kinds of direct payment or financing or the giving of change.   The Seller indicates their willingness to give the Goods in their possession to a Buyer who would give them some amount of Money. The Seller may have already decided on the amount of money that they would require, in which case it is called the Asking price.   The Buyer also indicates their willingness to give an amount of money called an Offer to a Seller who would give them the Goods.   Normally the process is begun by the Seller. The means by which the Seller indicates their wish to engage in an exchange are various, ranging from putting a price tag on an item on a store shelf, to advertizing, to communicating directly and specifically with a possible Buyer. In some cases, however, the process may be initiated by the Buyer indicating to a possible Seller that they would like to make an exchange.",,"pris.n, vara.n, kostnad.n, handla.v, oljepris.n, varata till vara:3ta vara:3.n, handel.n"
362,158,Commerce_pay,Buyer Goods Money Rate Seller Circumstances Frequency Manner Means Place Purpose Reason Time Unit,"This frame involves Buyers paying Money for Goods. In this frame the Money is the direct object, and is mapped to the theme of the transfer.",,"betala.v, pröjsa.v, finansiering.n, spendera.v, bekosta.v, finansiera.v, ersättning.n"
987,159,Memory,Cognizer Content Topic Degree Duration Manner Means Place Time Experience Depictive Reason Result Circumstances,This frame is concerned with Cognizers remembering and forgetting mental Content.,,"glömma.v, minnaminnas.v"
988,160,Mental_activity,Content Expressor Topic Sentient_entity Degree Evidence Manner Paradigm Role Time,"In this frame, a Sentient_entity has some activity of the mind operating on a particular Content or about a particular Topic. The particular activity may be perceptual, emotional, or more generally cognitive. This non-lexical frame is intended primarily for inheritance.",,abstrahera.v
989,161,Mental_property,Behavior Practice Protagonist Degree Domain Judge Manner,"The adjectives and nouns in this frame are all based on the idea that mental properties may be attributed to a person (Protagonist) by a (usually implicit) Judge on the basis of that person's Behavior, as broadly understood. Though on a conceptual level these words always attribute mental properties to people, they may be applied to Protagonist's Behaviors as well, with the understanding that the Behavior is revealing a (usually temporary) property of the Protagonist responsible for it. For example, while we may speak of a stupid person, we may also speak of a stupid thing to say/do/think. In addition, we may mention both the Protagonist and the Behavior, as in It was stupid of me to do that. Some of the words in this frame also have slightly different uses, in which there is a constituent expressing the Practice with respect to which the mental property holds of the Protagonist, as in:   She is astute at math. While Practice expressions do not co-occur with Behavior expressions, they seem sufficiently different semantically to warrant a distinct frame element (FE) name. Also, while the FE Behavior usually occurs in sentences expressing judgments that are based on specific events, Practice occurs in sentences that are about general capabilities. In addition to the frame elements which are expressed, there is an understood judge (usually the speaker) in the background who forms the opinion of the Protagonist's mental properties, judging the Protagonist or the Protagonist's Behavior to be stupid, brilliant, etc.  ",,"förståelse.n, tveksam.a, klok.a, noggrann.a, snarfyndig.a, klipsk.a, omdöme.n, paranoid.a, löjlig.a, glömsk.a, smart.a, försiktig.adv, dum.a, nyfiken.a, galen.a, vettig.a, oberäknelig.a, flitig.adv, fånig.a, idiotisk.a, nyfiken.adv, försiktig.a, vetgirig.a, likgiltig.adv, karaktär.n, vansinnig.a, misstänksam.a, omsorgsfull.adv, förnuft.n"
990,162,Mental_stimulus_exp_focus,Experiencer Expressor State Stimulus Topic Circumstances Degree Duration Empathy Manner Parameter Reason Time Empathy_target,An Experiencer has an emotion as caused by a Stimulus or concerning a Topic.   I fall asleep hours later to the sound of their engrossed murmuring.  Most of these great lords are downright infatuated with Italy.,,förtjust.a
982,163,Meet_with,Party_1 Party_2 Manner Means Place Purpose Time,"In this frame Party_1 meets with Party_2 at a prearranged Time and Place. If expressed, Purpose only applies to Party_1. The Purpose of the meeting is usually discussion over a certain topic. I met with my professor to talk about my midterm.",,"träff.n, träffaträffas.v, träffa.v"
983,164,Meet_with_response,Response Trigger Manner Place Time,A Trigger elicits a Response. The Response may either be some kind of action meant to address the Trigger event or an expressed judgment of the Trigger event. Our proposal met with harsh criticism.,,
985,165,Membership,Group Member Manner Place Standing Time,A Member is semi-permanently part of a socially constructed Group.   Victor is part of the Red Crescent,,"medlem.n, deltagare.n"
986,166,Memorization,Cognizer Pattern Completeness Manner Means Place Purpose Time,"A Cognizer applies oneself to commit a Pattern to memory, so that the Cognizer would recognize future examples of the Pattern or be able to reproduce it.   A gaggle of students were frantically memorizing the answers out in the hall. It is possible to memorize by rote and at the same time have a full grasp of the underlying meaning. CNI INI  This frame differs from Education_teaching in that the Cognizer is construed as acting alone, with no indication of an interacting individual that provides guidance.",,
978,167,Medical_specialties,Affliction Body_system Type,This frame includes words that name medical specialties and is closely related to the Medical_professionals frame. The FE Type characterizing a sub-are in a Specialty may also be expressed. Ralph practices paediatric oncology.,,
1 691,168,Medical_treatment,Affliction Medic Medication Patient Treatment Body_system Circumstances Degree Duration Instrument Manner Place Purpose Time Result Treatment_type,,,"bröstoperation.n, lindra.v, operation.n, operera.v, bedöva.v, behandla.v, medicinera.v, palliativ.a, skönhetsoperation.n, rehabilitering.n, terapi.n"
