MultilingualFrameId,FrameName,SweFN_FrameId,SweFN_MatchEvaluation,BrasilFN_FrameId,BrasilFN_MatchEvaluation,DiCoEnviro_FrameId,DiCoEnviro_MatchEvaluation,BFN_FrameId,BFN_MatchEvaluation,GFOL_FrameId,GFOL_MatchEvaluation,DiCoInfo_FrameId,DiCoInfo_MatchEvaluation,GermanFN_FrameId,GermanFN_MatchEvaluation,SpanishFN_FrameId,SpanishFN_MatchEvaluation
1180,Process_initial_state,724,ExactMatch,138,ExactMatch,,,152,ExactMatch,,,,,228,ExactMatch,232,ExactMatch
1181,Process_pause,725,ExactMatch,795,ExactMatch,,,1765,ExactMatch,,,,,370,ExactMatch,233,ExactMatch
1182,Process_resume,722,ExactMatch,136,ExactMatch,,,148,ExactMatch,,,40,WeakMatch,204,ExactMatch,234,ExactMatch
1183,Process_start,723,ExactMatch,122,ExactMatch,,,133,ExactMatch,,,41,TooSpecific,148,ExactMatch,235,ExactMatch
1184,Process_stop,720,ExactMatch,132,ExactMatch,,,144,ExactMatch,,,,,194,ExactMatch,236,ExactMatch
1185,Process_stopped_state,721,ExactMatch,139,ExactMatch,,,153,ExactMatch,,,,,232,ExactMatch,237,ExactMatch
1186,Process_uncompleted_state,734,ExactMatch,794,ExactMatch,,,1764,ExactMatch,,,,,369,ExactMatch,238,ExactMatch
1187,Processing_materials,735,ExactMatch,435,ExactMatch,153,TooGeneral,620,ExactMatch,,,42,WeakMatch,1120,ExactMatch,,
1188,Procreation,,,,,154,ExactMatch,,,,,,,,,,
1189,Procreative_sex,,,1202,ExactMatch,155,ExactMatch,2914,ExactMatch,,,,,895,ExactMatch,,
1190,Product_delivery,732,ExactMatch,700,ExactMatch,,,1570,ExactMatch,,,,,258,ExactMatch,239,ExactMatch
1191,Product_development,,,1132,ExactMatch,,,2691,ExactMatch,,,43,ExactMatch,801,ExactMatch,,
1192,Product_development_scenario,,,1131,ExactMatch,,,2690,ExactMatch,,,44,ExactMatch,800,ExactMatch,,
1193,Product_line,,,1041,ExactMatch,,,2524,ExactMatch,,,,,692,ExactMatch,,
1194,Program_creation,,,,,,,,,,,45,ExactMatch,,,,
1195,Programming,,,,,,,,,,,46,ExactMatch,,,,
1196,Progression,,,1397,ExactMatch,156,ExactMatch,1340,ExactMatch,,,,,,,,
1197,Prohibiting_or_licensing,,,1398,ExactMatch,,,521,ExactMatch,,,,,1099,ExactMatch,,
1198,Project,731,ExactMatch,559,ExactMatch,,,1158,ExactMatch,,,,,75,ExactMatch,,
1199,Proliferating_in_number,728,ExactMatch,718,ExactMatch,,,1599,ExactMatch,,,,,278,ExactMatch,,
1200,Prominence,729,ExactMatch,651,ExactMatch,,,1460,ExactMatch,,,,,199,ExactMatch,,
1201,Proper_reference,738,ExactMatch,710,ExactMatch,,,1582,ExactMatch,,,,,269,ExactMatch,,
1202,Proportion,,,1024,ExactMatch,,,2431,ExactMatch,,,,,666,ExactMatch,,
1203,Proportional_quantity,,,860,ExactMatch,,,1923,ExactMatch,,,,,451,ExactMatch,,
1204,Prosthesis,,,1476,ExactMatch,,,,,,,,,,,,
1205,Protecting,739,ExactMatch,743,ExactMatch,157,ExactMatch,1631,ExactMatch,,,47,TooSpecific,306,ExactMatch,,
1206,Protest,892,ExactMatch,1065,ExactMatch,,,2587,ExactMatch,,,,,722,ExactMatch,,
1207,Provide_lodging,736,ExactMatch,855,ExactMatch,,,1916,ExactMatch,,,,,445,ExactMatch,,
1208,Proximity_image_schema,700,ExactMatch,896,ExactMatch,,,2017,ExactMatch,,,,,496,ExactMatch,,
1209,Prozess_Bildschema,,,,,,,,,,,,,2094,ExactMatch,,
1210,Public_services,701,ExactMatch,724,ExactMatch,,,1605,ExactMatch,,,,,286,ExactMatch,,
1211,Publishing,698,ExactMatch,1081,ExactMatch,,,2616,ExactMatch,,,,,742,ExactMatch,,
1212,Punctual_perception,699,ExactMatch,930,ExactMatch,,,2075,ExactMatch,,,,,534,ExactMatch,,
1213,Purpose,696,ExactMatch,417,ExactMatch,,,513,ExactMatch,,,,,1091,ExactMatch,,
1214,Putting_out_fire,,,1166,ExactMatch,,,2820,ExactMatch,,,,,850,ExactMatch,,
1215,Quality,,,1549,ExactMatch,,,,,,,,,,,,
1216,Quantified_mass,697,ExactMatch,170,ExactMatch,,,189,ExactMatch,,,,,423,ExactMatch,,
1217,Quantity,694,ExactMatch,1075,ExactMatch,,,2604,ExactMatch,,,,,735,ExactMatch,,
1218,Quarreling,695,ExactMatch,447,ExactMatch,,,710,ExactMatch,1,ExactMatch,,,1142,ExactMatch,,
1219,Questioning,704,ExactMatch,34,ExactMatch,,,40,ExactMatch,,,,,1032,ExactMatch,240,ExactMatch
1220,Quitting,705,ExactMatch,297,ExactMatch,,,325,ExactMatch,,,,,954,ExactMatch,,
1221,Quitting_a_place,692,ExactMatch,749,ExactMatch,,,1644,ExactMatch,,,,,313,ExactMatch,,
1222,Race_descriptor,763,ExactMatch,992,ExactMatch,,,2251,ExactMatch,,,,,615,ExactMatch,,
1223,Range,1082,ExactMatch,623,ExactMatch,,,1350,ExactMatch,,,,,161,ExactMatch,,
1224,Rank,767,ExactMatch,631,ExactMatch,,,1377,ExactMatch,,,,,170,ExactMatch,,
1225,Ranked_expectation,1080,ExactMatch,682,ExactMatch,,,1533,ExactMatch,,,,,236,ExactMatch,,
1226,Rape,1085,ExactMatch,116,ExactMatch,,,127,ExactMatch,,,,,129,ExactMatch,,
1227,Rashness,1086,ExactMatch,709,ExactMatch,,,1581,ExactMatch,,,,,268,ExactMatch,,
1228,Rate_description,,,1019,ExactMatch,,,2421,ExactMatch,,,,,660,ExactMatch,,
1229,Rate_quantification,774,ExactMatch,1020,ExactMatch,,,2425,ExactMatch,,,,,661,ExactMatch,,
1230,Ratification,1084,ExactMatch,624,ExactMatch,,,1351,ExactMatch,,,,,162,ExactMatch,,
1231,Raum,,,,,,,,,,,,,2700,ExactMatch,,
1232,Reading_activity,,,1180,ExactMatch,,,2836,ExactMatch,,,,,865,ExactMatch,,
1233,Reading_aloud,1090,ExactMatch,971,ExactMatch,,,2202,ExactMatch,,,,,589,ExactMatch,,
1234,Reading_perception,,,254,ExactMatch,,,279,ExactMatch,,,48,WeakMatch,841,ExactMatch,,
1235,Reason,1087,ExactMatch,418,ExactMatch,,,514,ExactMatch,,,,,1092,ExactMatch,,
1236,Reasoning,1088,ExactMatch,282,ExactMatch,,,308,ExactMatch,,,,,937,ExactMatch,,
1237,Reassuring,1093,ExactMatch,632,ExactMatch,,,1378,ExactMatch,,,,,171,ExactMatch,,
1238,Rebellion,1094,ExactMatch,1062,ExactMatch,,,2584,ExactMatch,,,,,719,ExactMatch,,
1239,Receive_visitor_scenario,1091,ExactMatch,879,ExactMatch,,,1950,ExactMatch,,,,,473,ExactMatch,,
1240,Receiving,1092,ExactMatch,380,ExactMatch,,,411,ExactMatch,,,49,WeakMatch,1045,ExactMatch,241,ExactMatch
1241,Receiving_scenario,1097,ExactMatch,573,ExactMatch,,,1180,ExactMatch,,,,,92,ExactMatch,242,ExactMatch
1242,Reciprocality,1098,ExactMatch,5,ExactMatch,,,9,ExactMatch,,,,,1189,ExactMatch,243,ExactMatch
1243,Reciprocality_focus,790,ExactMatch,,,,,,NoMatch,,,,,,,244,ExactMatch
1244,Reciprocality_subordinate_event,1096,ExactMatch,,,,,,NoMatch,,,,,,,245,ExactMatch
1245,Recording,1101,ExactMatch,733,ExactMatch,,,1615,ExactMatch,,,,,296,ExactMatch,,
1246,Records,886,ExactMatch,1122,ExactMatch,,,2680,ExactMatch,,,,,790,ExactMatch,,
1247,Recover,,,,,158,ExactMatch,,,,,,,,,,
1248,Recovery,1102,ExactMatch,45,ExactMatch,,,51,ExactMatch,,,,,1089,ExactMatch,,
1249,Recreation,,,,,159,ExactMatch,,,,,,,,,,
1250,Redewiedergabe_inszeniert,,,,,,,,,,,,,2317,ExactMatch,,
1251,Redewiedergabe_zitiert,,,,,,,,,,,,,2319,ExactMatch,,
1252,Redirecting,1099,ExactMatch,679,ExactMatch,,,1530,ExactMatch,,,,,233,ExactMatch,246,ExactMatch
1253,Referee_actions,,,1318,ExactMatch,,,,,,,,,,,,
1254,Referees,,,1279,ExactMatch,,,,,,,,,,,,
1255,Reference_text,1100,ExactMatch,861,ExactMatch,,,1924,ExactMatch,,,,,452,ExactMatch,,
1256,Referring_by_name,1105,ExactMatch,596,ExactMatch,,,1253,ExactMatch,,,,,123,ExactMatch,,
1257,Reflecting,,,,,160,ExactMatch,,,,,,,,,,
1258,Reforming,,,,,,,,,,,50,ExactMatch,,,,
1259,Reforming_a_system,1106,ExactMatch,701,ExactMatch,,,1571,ExactMatch,,,,,259,ExactMatch,,
1260,Regard,1103,ExactMatch,642,ExactMatch,,,1400,ExactMatch,,,,,184,ExactMatch,247,ExactMatch
1261,Region_with_portal,1111,ExactMatch,905,ExactMatch,,,2027,ExactMatch,,,,,506,ExactMatch,,
1262,Reject_leadership,,,1436,ExactMatch,,,,,,,,,,,,
1263,Rejuvenation,1108,ExactMatch,732,ExactMatch,161,TooGeneral,1614,ExactMatch,22,WeakMatch,51,WeakMatch,295,ExactMatch,,
1264,Relating_concepts,1109,ExactMatch,924,ExactMatch,,,2060,ExactMatch,,,,,527,ExactMatch,248,ExactMatch
1265,Relation,1114,ExactMatch,224,ExactMatch,,,248,ExactMatch,,,,,676,ExactMatch,249,ExactMatch
1266,Relation_between_individuals,1115,ExactMatch,775,ExactMatch,,,1689,ExactMatch,,,,,343,ExactMatch,250,ExactMatch
1267,Relational_location,,,1086,ExactMatch,,,2625,ExactMatch,,,,,748,ExactMatch,,
1268,Relational_natural_features,1112,ExactMatch,659,ExactMatch,162,ExactMatch,1490,ExactMatch,,,,,209,ExactMatch,,
1269,Relational_political_locales,1113,ExactMatch,833,ExactMatch,,,1883,ExactMatch,,,,,420,ExactMatch,,
1270,Relational_quantity,1118,ExactMatch,1022,ExactMatch,,,2427,ExactMatch,,,,,663,ExactMatch,,
1271,Relative_time,1119,ExactMatch,75,ExactMatch,,,81,ExactMatch,,,,,1172,ExactMatch,,
1272,Relativierung,,,,,,,,,,,,,2289,ExactMatch,,
1273,Releasing,1116,ExactMatch,289,ExactMatch,,,317,ExactMatch,,,,,945,ExactMatch,,
1274,Releasing_from_custody,1117,ExactMatch,781,ExactMatch,,,1724,ExactMatch,,,,,354,ExactMatch,,
1275,Reliance,1122,ExactMatch,477,ExactMatch,,,901,ExactMatch,,,,,1192,ExactMatch,,
1276,Reliance_on_expectation,1123,ExactMatch,478,ExactMatch,,,902,ExactMatch,,,,,1193,ExactMatch,,
1277,Religious_belief,1120,ExactMatch,506,ExactMatch,,,1019,ExactMatch,,,,,9,ExactMatch,,
1278,Relocating,,,,,163,ExactMatch,,,,,,,,,,
1279,Remainder,1121,ExactMatch,514,ExactMatch,,,1030,ExactMatch,,,,,19,ExactMatch,,
1280,Remembering_experience,1126,ExactMatch,591,ExactMatch,,,1222,ExactMatch,,,,,115,ExactMatch,,
1281,Remembering_information,1127,ExactMatch,589,ExactMatch,,,1220,ExactMatch,,,,,113,ExactMatch,,
1282,Remembering_to_do,1124,ExactMatch,590,ExactMatch,,,1221,ExactMatch,,,,,114,ExactMatch,,
1283,Removing,1125,ExactMatch,57,ExactMatch,164,WeakMatch,63,ExactMatch,,,52,ExactMatch,1122,ExactMatch,251,ExactMatch
1284,Removing_scenario,1130,ExactMatch,812,ExactMatch,,,1816,ExactMatch,,,,,393,ExactMatch,,
1285,Removing_trees_from_location,,,,,165,ExactMatch,,,,,,,,,,
1286,Render_nonfunctional,1131,ExactMatch,385,ExactMatch,,,416,ExactMatch,,,,,1050,ExactMatch,,
1287,Renting,1128,ExactMatch,785,ExactMatch,,,1728,ExactMatch,,,,,358,ExactMatch,252,ExactMatch
1288,Renting_out,1129,ExactMatch,786,ExactMatch,,,1729,ExactMatch,,,,,359,ExactMatch,253,ExactMatch
1289,Renunciation,1134,ExactMatch,593,ExactMatch,,,1231,ExactMatch,,,,,118,ExactMatch,,
1290,Reparation,1135,ExactMatch,369,ExactMatch,,,400,ExactMatch,,,,,1033,ExactMatch,,
1291,Repayment,1132,ExactMatch,1013,ExactMatch,,,2370,ExactMatch,,,,,648,ExactMatch,,
1292,Repel,1181,ExactMatch,904,ExactMatch,166,WeakMatch,2026,ExactMatch,,,,,505,ExactMatch,,
1293,Replacing,1182,ExactMatch,538,ExactMatch,,,1121,ExactMatch,,,,,52,ExactMatch,,
1294,Reporting,1179,ExactMatch,405,ExactMatch,,,483,ExactMatch,,,,,1076,ExactMatch,,
1295,Representation,,,,,167,ExactMatch,,,,,,,,,,
1296,Representative,,,1120,ExactMatch,,,2678,ExactMatch,,,,,787,ExactMatch,,
1297,Representing,1180,ExactMatch,957,ExactMatch,,,2162,ExactMatch,,,,,571,ExactMatch,,
1298,Reproducing_animal,,,,,168,ExactMatch,,,,,,,,,,
1299,Reproduction,,,,,,,,,,,53,ExactMatch,,,,
1300,Request,1185,ExactMatch,35,ExactMatch,,,41,ExactMatch,10,ExactMatch,,,1043,ExactMatch,254,ExactMatch
1301,Request_entity,908,ExactMatch,1134,ExactMatch,,,2700,ExactMatch,,,,,805,ExactMatch,,
1302,Required_event,1186,ExactMatch,635,ExactMatch,,,1381,ExactMatch,,,,,175,ExactMatch,255,ExactMatch
1303,Requirement_scenario,1183,ExactMatch,661,ExactMatch,,,1492,ExactMatch,,,,,211,ExactMatch,256,ExactMatch
1304,Rescuing,,,1185,ExactMatch,,,2841,ExactMatch,,,,,871,ExactMatch,,
1305,Research,1184,ExactMatch,553,ExactMatch,,,1152,ExactMatch,,,,,69,ExactMatch,257,ExactMatch
1306,Reserving,,,1121,ExactMatch,,,2679,ExactMatch,,,,,788,ExactMatch,,
1307,Reshaping,1189,ExactMatch,316,ExactMatch,,,344,ExactMatch,,,,,975,ExactMatch,,
1308,Residence,1190,ExactMatch,100,ExactMatch,169,WeakMatch,110,ExactMatch,,,,,44,ExactMatch,,
1309,Resolve_attempt_scenario,1178,ExactMatch,,,,,,NoMatch,,,,,,,258,ExactMatch
1310,Resolve_problem,1107,ExactMatch,678,ExactMatch,,,1523,ExactMatch,,,,,231,ExactMatch,,
1311,Resource,,,,,170,ExactMatch,,,,,,,,,,
1312,Respond_to_proposal,961,ExactMatch,739,ExactMatch,,,1623,ExactMatch,,,,,302,ExactMatch,,
1313,Response,962,ExactMatch,605,ExactMatch,,,1302,ExactMatch,,,54,WeakMatch,138,ExactMatch,259,ExactMatch
1314,Response_scenario,963,ExactMatch,975,ExactMatch,,,2231,ExactMatch,,,,,596,ExactMatch,,
1315,Responsibility,,,1102,ExactMatch,,,2657,ExactMatch,,,,,767,ExactMatch,,
1316,Rest,957,ExactMatch,499,ExactMatch,,,1000,ExactMatch,,,,,2,ExactMatch,,
1317,Result_of_attempt_scenario,,,1399,ExactMatch,,,1682,ExactMatch,,,,,336,ExactMatch,,
1318,Resurrection,958,ExactMatch,645,ExactMatch,,,1413,ExactMatch,,,,,188,ExactMatch,,
1319,Retaining,,,1163,ExactMatch,,,2800,ExactMatch,,,,,845,ExactMatch,,
1320,Return,,,,,,,,NoMatch,,,,,,,260,ExactMatch
1321,Reuse,,,,,171,ExactMatch,,,,,,,,,,
1322,Reveal_secret,959,ExactMatch,548,ExactMatch,,,1146,ExactMatch,,,,,63,ExactMatch,261,ExactMatch
1323,Revenge,960,ExactMatch,319,ExactMatch,,,347,ExactMatch,,,,,978,ExactMatch,,
1324,Revolution,968,ExactMatch,1063,ExactMatch,,,2585,ExactMatch,,,,,720,ExactMatch,,
1325,Rewards_and_punishments,969,ExactMatch,194,ExactMatch,,,216,ExactMatch,,,,,569,ExactMatch,262,ExactMatch
1326,Ride_vehicle,970,ExactMatch,443,ExactMatch,172,WeakMatch,690,ExactMatch,,,,,,,263,ExactMatch
1327,Rising_to_a_challenge,971,ExactMatch,650,ExactMatch,,,1441,ExactMatch,,,,,196,ExactMatch,,
1328,Risk_scenario,964,ExactMatch,793,ExactMatch,173,TooGeneral,1763,ExactMatch,,,,,368,ExactMatch,264,ExactMatch
1329,Risky_situation,965,ExactMatch,792,ExactMatch,174,ExactMatch,1762,ExactMatch,,,,,367,ExactMatch,265,ExactMatch
1330,Rite,966,ExactMatch,275,ExactMatch,,,301,ExactMatch,,,,,924,ExactMatch,,
1331,Roadways,967,ExactMatch,183,ExactMatch,,,203,ExactMatch,,,,,508,ExactMatch,,
1332,Robbery,945,ExactMatch,91,ExactMatch,,,99,ExactMatch,,,,,1220,ExactMatch,,
1333,Rope_manipulation,946,ExactMatch,222,ExactMatch,,,246,ExactMatch,,,,,673,ExactMatch,,
1334,Rotting,947,ExactMatch,312,ExactMatch,175,ExactMatch,340,ExactMatch,,,,,971,ExactMatch,,
1335,Run_risk,941,ExactMatch,348,ExactMatch,176,TooGeneral,378,ExactMatch,,,,,1010,ExactMatch,266,ExactMatch
1336,Running_a_program,,,,,,,,,,,55,ExactMatch,,,,
1337,Running_on_system,,,,,,,,,,,56,ExactMatch,,,,
1338,Sacrificing_for,942,ExactMatch,1130,ExactMatch,,,2689,ExactMatch,,,,,798,ExactMatch,,
1339,Sammlung_Bildschema,,,,,,,,,,,,,2065,ExactMatch,,
1340,Sanctions,,,1343,ExactMatch,,,,,,,,,,,,
1341,Satisfying,943,ExactMatch,977,ExactMatch,,,2233,ExactMatch,,,,,598,ExactMatch,,
1342,Scarcity,944,ExactMatch,722,ExactMatch,177,WeakMatch,1603,ExactMatch,,,,,284,ExactMatch,,
1343,Scheduling,,,1182,ExactMatch,,,2838,ExactMatch,,,,,867,ExactMatch,,
1344,School_Supplies,,,1508,ExactMatch,,,,,,,,,,,,
1345,Scientific_field,,,,,178,ExactMatch,,,,,,,,,,
1346,Scope,953,ExactMatch,864,ExactMatch,,,1927,ExactMatch,,,,,455,ExactMatch,,
1347,Scouring,954,ExactMatch,600,ExactMatch,,,1263,ExactMatch,,,,,128,ExactMatch,,
1348,Scrutinizing_for,842,ExactMatch,770,ExactMatch,,,1684,ExactMatch,,,,,338,ExactMatch,267,ExactMatch
1349,Scrutiny,976,ExactMatch,25,ExactMatch,,,31,ExactMatch,,,57,WeakMatch,939,ExactMatch,268,ExactMatch
1350,Searching_scenario,977,ExactMatch,771,ExactMatch,,,1685,ExactMatch,,,58,ExactMatch,339,ExactMatch,269,ExactMatch
1351,Secrecy_status,978,ExactMatch,547,ExactMatch,,,1145,ExactMatch,,,,,62,ExactMatch,,
1352,See_through,,,1055,ExactMatch,,,2574,ExactMatch,,,,,711,ExactMatch,,
1353,Seeking,974,ExactMatch,244,ExactMatch,,,269,ExactMatch,,,59,ExactMatch,799,ExactMatch,,
1354,Seeking_to_achieve,975,ExactMatch,655,ExactMatch,,,1480,ExactMatch,,,,,205,ExactMatch,,
1355,Sekundäre_Information,,,,,,,,,,,,,1746,ExactMatch,,
1356,Selbstpositionierung,,,,,,,,,,,,,2273,ExactMatch,,
1357,Self_control,,,1097,ExactMatch,,,2651,ExactMatch,,,,,762,ExactMatch,,
1358,Self_motion,249,ExactMatch,58,ExactMatch,179,TooSpecific,64,ExactMatch,,,,,1124,ExactMatch,270,ExactMatch
1359,Sending,248,ExactMatch,219,ExactMatch,,,243,ExactMatch,,,60,TooSpecific,664,ExactMatch,,
1360,Sensation,247,ExactMatch,65,ExactMatch,,,71,ExactMatch,,,,,1141,ExactMatch,271,ExactMatch
1361,Sent_items,241,ExactMatch,728,ExactMatch,,,1609,ExactMatch,,,,,290,ExactMatch,,
1362,Sentencing,240,ExactMatch,271,ExactMatch,,,297,ExactMatch,,,,,909,ExactMatch,,
1363,Separating,239,ExactMatch,10,ExactMatch,180,ExactMatch,15,ExactMatch,,,,,217,ExactMatch,,
1364,Sequence,238,ExactMatch,948,ExactMatch,,,2135,ExactMatch,,,,,559,ExactMatch,,
1365,Service_client_supplier_interaction,,,1541,ExactMatch,,,,,,,,,,,,
1366,Serving_in_capacity,245,ExactMatch,1039,ExactMatch,,,2521,ExactMatch,,,,,690,ExactMatch,,
1367,Set_of_interrelated_entities,244,ExactMatch,734,ExactMatch,,,1617,ExactMatch,,,,,297,ExactMatch,,
1368,Set_relation,243,ExactMatch,818,ExactMatch,,,1823,ExactMatch,,,,,400,ExactMatch,272,ExactMatch
1369,Setting_back_burn,,,1174,ExactMatch,,,2829,ExactMatch,,,,,858,ExactMatch,,
1370,Setting_fire,242,ExactMatch,258,ExactMatch,,,283,ExactMatch,,,,,859,ExactMatch,,
1371,Setting_out,256,ExactMatch,751,ExactMatch,,,1650,ExactMatch,,,,,316,ExactMatch,,
1372,Severity_of_offense,255,ExactMatch,421,ExactMatch,,,517,ExactMatch,,,,,1094,ExactMatch,,
1373,Sex,902,ExactMatch,1201,ExactMatch,,,2913,ExactMatch,,,,,894,ExactMatch,,
1374,Sexual_reproduction_scenario,,,1204,ExactMatch,,,2917,ExactMatch,,,,,897,ExactMatch,,
1375,Shaped_part,254,ExactMatch,489,ExactMatch,,,970,ExactMatch,,,,,1210,ExactMatch,273,ExactMatch
1376,Shapes,253,ExactMatch,300,ExactMatch,,,328,ExactMatch,,,,,957,ExactMatch,,
1377,Sharing,900,ExactMatch,1164,ExactMatch,,,2810,ExactMatch,,,61,TooSpecific,847,ExactMatch,,
1378,Sharpness,260,ExactMatch,601,ExactMatch,,,1271,ExactMatch,,,,,130,ExactMatch,,
1379,Shoot_projectiles,259,ExactMatch,264,ExactMatch,,,289,ExactMatch,,,,,881,ExactMatch,274,ExactMatch
1380,Shooting_scenario,258,ExactMatch,784,ExactMatch,,,1727,ExactMatch,,,,,357,ExactMatch,275,ExactMatch
1381,Shopping,257,ExactMatch,832,ExactMatch,,,1882,ExactMatch,,,,,419,ExactMatch,,
1382,Short_selling,,,961,ExactMatch,,,2180,ExactMatch,,,,,577,ExactMatch,,
1383,Sidereal_appearance,252,ExactMatch,648,ExactMatch,,,1430,ExactMatch,,,,,193,ExactMatch,,
1384,Sign,251,ExactMatch,397,ExactMatch,,,428,ExactMatch,,,,,1062,ExactMatch,,
1385,Sign_agreement,250,ExactMatch,552,ExactMatch,,,1151,ExactMatch,,,,,68,ExactMatch,,
1386,Silencing,225,ExactMatch,260,ExactMatch,,,285,ExactMatch,,,,,873,ExactMatch,,
1387,Similarity,224,ExactMatch,403,ExactMatch,,,481,ExactMatch,,,,,1074,ExactMatch,276,ExactMatch
1388,Simple_name,223,ExactMatch,597,ExactMatch,,,1260,ExactMatch,,,,,125,ExactMatch,,
1389,Simple_naming,222,ExactMatch,598,ExactMatch,,,1261,ExactMatch,,,,,126,ExactMatch,,
1390,Simulating,,,,,181,ExactMatch,,,,,,,,,,
1391,Simultaneity,229,ExactMatch,841,ExactMatch,,,1897,ExactMatch,,,,,429,ExactMatch,,
1392,Size,228,ExactMatch,1000,ExactMatch,,,2282,ExactMatch,,,,,626,ExactMatch,,
1393,Skala_Bildschema,,,,,,,,,,,,,2061,ExactMatch,,
1394,Sleep,227,ExactMatch,239,ExactMatch,182,TooSpecific,264,ExactMatch,,,,,754,ExactMatch,,
1395,Sleep_wake_cycle,226,ExactMatch,268,ExactMatch,,,294,ExactMatch,23,ExactMatch,,,902,ExactMatch,,
1396,Smuggling,221,ExactMatch,158,ExactMatch,,,175,ExactMatch,,,,,364,ExactMatch,,
1397,Soaking,220,ExactMatch,305,ExactMatch,,,333,ExactMatch,,,,,963,ExactMatch,277,ExactMatch
1398,Soaking_up,215,ExactMatch,909,ExactMatch,183,TooGeneral,2032,ExactMatch,,,,,511,ExactMatch,,
1399,Sociability,268,ExactMatch,68,ExactMatch,,,74,ExactMatch,,,,,1153,ExactMatch,,
1400,Social_behavior_evaluation,522,ExactMatch,340,ExactMatch,,,369,ExactMatch,,,,,1001,ExactMatch,278,ExactMatch
1401,Social_connection,646,ExactMatch,228,ExactMatch,,,253,ExactMatch,,,,,693,ExactMatch,,
1402,Social_desirability,,,1105,ExactMatch,,,2660,ExactMatch,,,,,771,ExactMatch,,
1403,Social_entity,,,1577,ExactMatch,,,,,,,,,,,,
1404,Social_event,643,ExactMatch,114,ExactMatch,,,125,ExactMatch,,,,,120,ExactMatch,,
1405,Social_event_collective,644,ExactMatch,999,ExactMatch,,,2281,ExactMatch,,,,,,,,
1406,Social_event_individuals,261,ExactMatch,998,ExactMatch,,,2280,ExactMatch,,,,,624,ExactMatch,,
1407,Social_interaction,,,,,,,,NoMatch,,,,,,,279,ExactMatch
1408,Social_interaction_evaluation,642,ExactMatch,342,ExactMatch,,,372,ExactMatch,6,TooSpecific,,,1004,ExactMatch,,
1409,Socially_significant_history_scenario,655,ExactMatch,935,ExactMatch,,,2102,ExactMatch,,,,,543,ExactMatch,,
1410,Sole_instance,691,ExactMatch,327,ExactMatch,,,355,ExactMatch,,,,,987,ExactMatch,,
1411,Sorting,,,,,184,ExactMatch,,,,,,,,,,
1412,Sound_level,653,ExactMatch,959,ExactMatch,,,2170,ExactMatch,,,,,574,ExactMatch,,
1413,Sound_movement,651,ExactMatch,471,ExactMatch,,,860,ExactMatch,,,,,1181,ExactMatch,,
1414,Sounds,652,ExactMatch,470,ExactMatch,,,850,ExactMatch,,,,,1180,ExactMatch,,
1415,Source_of_getting,649,ExactMatch,620,ExactMatch,,,1347,ExactMatch,,,,,157,ExactMatch,,
1416,Source_path_goal,650,ExactMatch,562,ExactMatch,,,1161,ExactMatch,,,,,79,ExactMatch,,
1417,Spaltung_Bildschema,,,,,,,,,,,,,2063,ExactMatch,,
1418,Spatial_co-location,,,1197,ExactMatch,,,2905,ExactMatch,,,,,890,ExactMatch,,
1419,Spatial_contact,,,1191,ExactMatch,,,2890,ExactMatch,,,,,882,ExactMatch,,
1420,Speak_on_topic,635,ExactMatch,426,ExactMatch,,,523,ExactMatch,,,,,1100,ExactMatch,,
1421,Species_activity,,,,,185,ExactMatch,,,,,,,,,,
1422,Species_colonization,,,,,186,ExactMatch,,,,,,,,,,
1423,Specific_individual,,,1110,ExactMatch,,,2668,ExactMatch,,,,,776,ExactMatch,,
1424,Speed_description,633,ExactMatch,487,ExactMatch,,,966,ExactMatch,,,,,1208,ExactMatch,,
1425,Spelling_and_pronouncing,634,ExactMatch,526,ExactMatch,,,1081,ExactMatch,,,,,36,ExactMatch,,
1426,Spilling,,,,,187,ExactMatch,,,,,,,,,,
1427,Sports,,,1349,ExactMatch,,,,,,,,,,,,
1428,Sports_disciplines,,,1358,ExactMatch,,,,,,,,,,,,
1429,Sports_equipment,,,1327,ExactMatch,,,,,,,,,,,,
1430,Sports_event,,,1328,ExactMatch,,,,,,,,,,,,
1431,Sports_jargon,,,,,,,2510,ExactMatch,,,,,687,ExactMatch,,
1432,Sports_scenario,,,1355,ExactMatch,,,,,,,,,,,,
1433,Sports_temporal_subdivision,,,1324,ExactMatch,,,,,,,,,,,,
1434,Sports_venues,,,1342,ExactMatch,,,,,,,,,,,,
1435,Sports_venues_subparts,,,1364,ExactMatch,,,,,,,,,,,,
1436,Stage_of_progress,631,ExactMatch,615,ExactMatch,188,ExactMatch,1341,ExactMatch,,,,,152,ExactMatch,,
1437,Standing_by,,,1090,ExactMatch,,,2630,ExactMatch,,,,,753,ExactMatch,,
1438,State,632,ExactMatch,137,ExactMatch,,,150,ExactMatch,,,,,218,ExactMatch,280,ExactMatch
1439,State_continue,629,ExactMatch,556,ExactMatch,,,1155,ExactMatch,,,,,72,ExactMatch,,
1440,State_of_entity,630,ExactMatch,719,ExactMatch,,,1600,ExactMatch,,,,,281,ExactMatch,,
1441,State_of_process,,,1576,ExactMatch,,,,,,,,,,,,
1442,Statement,639,ExactMatch,37,ExactMatch,,,43,ExactMatch,,,,,1064,ExactMatch,281,ExactMatch
1443,Stative_configuration,,,1574,ExactMatch,,,,,,,,,,,,
