FrameId,FrameName,SpanishLexicalUnits,PortugueseLexicalUnits,FrenchLexicalUnits,EnglishLexicalUnits,FrameElements,Definition,LinkToBFN,Link,MatchEvaluation,FrameRelation
814,Be_subset_of,,,,"among.prep
between.prep
count.v
number.v
subset.n","Part
Total","A Part is considered to be a member of the set described by the Total. The relationship between Part and Total subset-superset rather than part-whole (as it is in the frames Part_whole and Including).

Dr. Nelson numbers among the world?s foremost geotechnical engineering experts.

Restaurant-Pizzeria Dante counts among the few restaurants of Florence where you can find good typical Tuscan and fish dishes and a first-class pizza.",Be_subset_of,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/814,ExactMatch,
755,Be_translation_equivalent,,,,translate.v,"Content
Source_representation
Source_symbol
Target_representation
Target_symbol","A Target_symbol in a Target_representation system is presented as equivalent to a Source_symbol in a Source_representation system in the ability to express a particular Content.

The term employment area translates the French zone d'emploi.
The term employment area translates the French zone d'emploi.

The term translates the Russian raznorechie (literally """"different-speech-ness"""").
The term translates the Russian raznorechie (literally """"different-speech-ness"""".",Be_translation_equivalent,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/755,ExactMatch,
401,Bearing_arms,,"armado.a
desarmado.a",,"armed.a
bear arms.v
carry.v
draw.v
gunman.n
nuclear.a
pack.v
unarmed.a
weaponless.a","Protagonist
Weapon","A Protagonist has (or does not have) a Weapon. The Degree to which the Protagonist is armed may also be described. The Protagonist is normally a human but may be a device that has subsidiary weapons.
Apparently, the suspect is armed with a shotgun.
After she pulled the .45 from her sock drawer, she felt well enough armed to face anyone coming in.
The Tomahawk missile packs a lot of heat .

An individual with a right-to-carry license may continue to carry in a """"school zone"""" in compliance with existing state and local laws. INI",Bearing_arms,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/401,ExactMatch,
929,Beat_opponent,,perder.v,primer.v,"beat.v
defeat.n
defeat.v
demolish.v
prevail.v
rout.n
rout.v
trounce.v
upend.v","Loser
Winner","A Winner has victory over an Loser.

He always beats me at chess.",Beat_opponent,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/929,ExactMatch,
1435,Becoming,,ficar.v,,"become.v
turn.v",Entity,"An Entity ends up with some Final_quality--a new fact about the Entity. Alternatively, based on a cluster of changes of characteristics, the Entitynewly meets the conditions for being a member of a Final_category.

The weather turned cold .
You can become a firefighter today|Time !

This frame should be compared with the Transition_to_state frame, which is more general in allowing arbitrary descriptions of a final situation:

We ended up telling him to leave .

There is no way to effectively paraphrase such a sentence in the Becoming frame.",Becoming,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1435,ExactMatch,
788,Becoming_a_member,,ingresso.n,inscrire.v,"enlist.v
enroll.v
enter.v
join.v
sign up.v","Group
New_member","A New_member becomes a member of a socially-constructed Group.
Seven new members and the three countries joined the alliance five years ago.
Most new students enroll in a university without declaring a major.
It represents every man and woman who has enlisted in the armed forces to protect our families and serve the community.",Becoming_a_member,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/788,ExactMatch,
1473,Becoming_a_patient,,,,,"fe_Ser_diagnósticado_Condição_médica
fe_Ser_diagnósticado_Paciente",,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1473,NoMatch,
280,Becoming_attached,,encontrar.v,,"agglutinate.v
attach.v
bind.v
fasten.v
moor.v
stick.v
take hold.v","Connector
Goal
Item
Items","An Item comes to be attached to a Goal, with a Connector forming a bond between the Handle of the Item and the Goal (or some part of it). Alternatively, multiple Items may form a bond between each other.

According to plan, the front part of the hull quietly attached to the docking gear.

The cells bind together.",Becoming_attached,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/280,ExactMatch,
15,Becoming_aware,"advertir.v
detectar.v
encontrar.v
encontrarse.v
enterarse.v
notar.v
observar.v
percatarse.v
reconocer.v
reparar.v","abrir os olhos.idio
achar.v
ciente.a
constatar.v
descoberta.n
descoberto.a
descobrimento.n
descobrir.v
desmascarar.v
detectar.v
discernir.v
dizer.v
encontrar [alguém].v
encontrar.v
espionar.v
notar.v
observar.v
olhar.v
perceber.v
reconhecer.v
reconhecimento.n
registrar.v
tapa na cara.idio
ver.v","découvrir.v
réalisation.n
remarquer.v
trouver.v
voir.v","chance (across).v
chance (on).v
come (across).v
come (upon).v
descry.v
detect.v
discern.v
discover.v
discovery.n
encounter.v
espy.v
fall (on).v
find (oneself).v
find out.v
find.v
happen (on).v
learn.v
locate.v
note.v
notice.v
observe.v
perceive.v
pick up.v
recognize.v
register.v
spot.v
spy out.v
tell.v","Cognizer
Instrument
Means
Phenomenon
Topic","Words in this frame have to do with a Cognizer adding some Phenomenon to their model of the world. They are similar to Coming-to-believe words, except the latter generally involve reasoning from Evidence.

The words in this frame take direct objects that denote entities in the world, and indicate awareness of those entities, without necessarily giving any information about the content of the Cognizer's belief or knowledge. These words also resemble perception words, since creatures often become aware of things by perceiving them.

Later that night|T, they|Cog found the barely-alive victim|Phen inside the Red Hall estate flat.

Almost immediately|T, the police|Cog discovered the wrought-iron crypt gate|Phen swinging open.

In the bag on the tableI|Cog could vaguely|Degdiscern two bottles of wine and several cartons of cakes and other goodies|Phen.

People passing through|Cog recognize it|Phen from afar, by the clouds of coal dust darkening the air|Evid.


General Grammatical Observations: Passive forms of the verbs in this frame can occur with extraposed clauses expressing Phenomenon:
That year it was discovered that consumers preferred the older model|Phen.
It is not always recognized how much work goes into a dinner party|Phen.",Becoming_aware,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/15,ExactMatch,
641,Becoming_detached,,descolar.v,,"decouple.v
detach.v
unhinge.v
unhook.v","Item
Items
Source","The Becoming_detached frame covers two situations: a scene in which one thing comes to be physically detached from something else; or a scene in which two things come to be disconnected from each other. In the first, the frame includes an Item that detaches from a Source, creating an asymmetric relationship between the Item and the Source. In the second, the Items detach from each other, where each serves as a Source relative to the other, creating a symmetric relationship between the two Items. The Items that were formerly attached re-appear as the two separate or potentially separate entities that they were throughout.

The ship became decoupled from the dock.",Becoming_detached,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/641,ExactMatch,
906,Becoming_dry,,,,"dehydrate.v
dry up.v
dry.v
exsiccate.v",Entity,"An Entity loses moisture with the outcome of being in a dry state.

The slab dries very quickly.",Becoming_dry,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/906,ExactMatch,
825,Becoming_separated,,"compor.v
desconexo.a
dividido.a
dividir.v
espalhar.v
isolar.v
separar.v",,"compose.v
divide.v
separate.v
split.v","Parts
Part_1
Part_2
Whole","A Whole separates into Parts, or one part of a whole, called Part_1, becomes separate from the remaining portion, Part_2.

This small channel meanders through marsh and wetland, splitting into several smaller channels that empty into Lake St. Clair.

Just crack one open and if the yoke quickly separates from the whites, they are probably bad.",Becoming_separated,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/825,ExactMatch,
1371,Becoming_silent,,,,"button (one's) lip.v
hold (one's) tongue.idio
hush up.v
hush.v
not a word.idio
pipe down.v
quiet down.v
quiet.n
quiet.v
quieten.v
seal (one's) lips.v
sh.intj
shush.v
shut up.v
silence.v
stow it.v","Expressor
Speaker","In this frame a Speaker ceases speaking, sometimes about a particular Topic. An Expressor may also be indicated.

The words of this frame are very frequently used imperatively, to the extent that certain words and phrases (not another word, silence, shhh) can only be used this way.

Finally, Jan shut up about his car accident.
The children's laughter quieted down.
Somehow, he managed to hold his tongue.",Becoming_silent,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1371,ExactMatch,
1061,Becoming_visible,,"aparição.n
despontar.v",,"appear.v
shoot out.v",Entity,"An Entity that is previously not visible to a Perceiver becomes visible.

The armada appeared on the horizon at sunset.

The captain ordered his men to dig at the X and the corner of a chest appeared.",Becoming_visible,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1061,ExactMatch,
378,Behind_the_scenes,director.n,,faire.v,"cast.v
choreograph.v
choreographer.n
compose.v
direct.v
director.n
film-maker.n
film.v
produce.v
producer.n
score.n
shoot.v
soundtrack.n
stage.v","Artist
Distributor
Medium
Performer
Production
Scene
Score
Studio
Type","Artists work at various tasks that further the completion of a film, play, television show, or other similar Production. Artists never appear on stage or in front of a camera. Some (e.g., a director) may interact with the actors (on-screen participants) of the Production. Often times a particular Production is made for distribution by a Distributor, by a particular Studio, or in a specific Medium. The Artists may be categorized into Type or work in specific Medium.
Steven Spielberg directed several films for Universal Pictures.
Universal Pictures and Amblin Entertainment produced Jurassic Park for MCA.
Surprisingly, this film [producer|Artist] was willing to work for a cable company.
Independent [producers|Artist] often win big at smaller film festivals.",Behind_the_scenes,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/378,ExactMatch,
685,Being_active,,,"interactif.a
interaction.n","active.a
actively.adv
inactive.a","Activity
Agent
Role
Salient_entity","An Agent is described as pursuing an Activity, expending some effort. The Agent may be active in a particular Role. Alternatively, the Activity itself may be described as having an Agent who is expending effort. In some cases, the Activity may involve a Salient_entity which may stand in for it.

Sky, a Korean War veteran, was active in his opposition to Vietnam and continues to protest current combat in Iraq.

She is active in the community by establishing parent groups, life skills program, sharing circles and various Aboriginal cultural activities for young women..

John Colville was quite active as a land speculator in both Virginia and Maryland.",Being_active,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/685,ExactMatch,
691,Being_at_risk,seguro.a,"ameaçado.a
e.c
seguramente.adv
segurança.n
segurar.v
seguro.a
ser.aux
vulnerabilidade.n
vulnerável.a",,"danger.n
insecure.a
risk.n
safe and sound.idio
safe.a
safety.n
secure.a
security.n
susceptibility.n
susceptible.a
threatened.a
unsafe.a
vulnerability.n
vulnerable.a",Asset,"An Asset is in a state where it is exposed to or otherwise liable to be affected by a Harmful_event, which may be metonymically evoked by reference to a Dangerous_entity. Words expressing relative safety (i.e., lack of risk) are also in this frame.

If you are a farmer, you are at risk for hearing loss caused by noise exposure in your work.

No child is secure from the temptation to do what """"my friends"""" are doing.

Our nation is making a disastrous mistake thinking that we can have security from
people: There is only security with people.

You don't have security against impersonation unless you have security against eavesdropping.",Being_at_risk,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/691,ExactMatch,
281,Being_attached,,"elo.n
ligado.a
ponto de integração.n
solto.a",relié.a,"adhere.v
adhesion.n
affixed.a
anchored.a
attached.a
bolted.a
bound.a
chained.a
connected.a
fastened.a
fused.a
glued.a
handcuffed.a
lashed.a
linked.a
manacled.a
moored.a
nailed.a
pasted.a
pinned.a
plastered.a
riveted.a
sewn.a
shackled.a
stapled.a
stick.v
stuck.a
taped.a
tethered.a
tied.a
welded.a","Connector
Goal
Item
Items","An Item is attached by a Handle, via a Connector, to a Goal, or Items are attached to each other. There may be a Dependent_state, which depends crucially on Item(s) being attached.

My thumb was stuck to the tube of glue.

The prisoner's legs were shackled.",Being_attached,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/281,ExactMatch,
767,Being_awake,,,,"awake.a
conscious.a
wakeful.a
watch.v",Protagonist,"A Protagonist is awake at some Time and Place. This entails the Protagonist having a higher general level of awareness of the surroundings than when asleep.

He's awake!",Being_awake,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/767,ExactMatch,
461,Being_born,,"nascer.v
nascimento.n",naître.v,"born.v
come into the world.v",Child,"This frame concerns the inception of the life of a Child, generally human, at a particular Time and Place. The Relatives may also be mentioned.

Little Jessie came into the world at 8 last night.",Being_born,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/461,ExactMatch,
1540,Being_clean,,,,,,,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1540,NoMatch,
1372,Being_contained_within,,,,,"Landmark
Trajector","In this situation, a Trajector is contained inside a Landmark. This frame serves only to relate the Containing frame (with LUs such as contain.v) with the Interior_profile_relation frame (with LUs such as inside.prep).",Being_contained_within,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1372,ExactMatch,
643,Being_detached,,desligamento.n,,"detached.a
disconnected.a
loose.a
unattached.a
unfused.a
unmoored.a","Item
Items
Source","An Item is detached from a Source, or Items are detached from each other.

When the snow plow|itm is disconnected from the vehicle|src, extend the lift cylinder to the end of its stroke and coat the chrome rod with a light grease.

The gold leaves that|itm are unattached to the engraved surfaces|src fall off.
By 5:00 to 5:30 (depending on the time of year) the boat|itm is unmoored and loaded.",Being_detached,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/643,ExactMatch,
310,Being_dry,,,,"dehydrated.a
desiccated.a
dry.a
parched.a
waterless.a",Item ,"An Item is in a state of dryness.
The shingles are dry.
The apple is completely dehydrated.
The mop is dry.",Being_dry,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/310,ExactMatch,
257,Being_employed,,"trabalhar.v
trabalho.n","carrière.n
emploi.n
faire.v
travail.n
travailler.v
","at.prep
clerk.v
employ.n
employed.a
employment.n
farm (out).v
job.n
jobless.a
position.n
stint.n
subcontract.v
temp.v
unemployed.a
unemployment.n
wait tables.idio
work.n
work.v","Employee
Employer
Field
Place_of_employment
Position
Task","An Employee has a Position doing work in a particular Field, or doing work on a particular Task, for which an Employer gives Compensation to the Employee.

Undocumented foreigners are working as building contractors for Laing Builders.",Being_employed,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/257,ExactMatch,
1490,Being_hurt,,,,,"Body_part
Experiencer",,?,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1490,NoMatch,
1114,Being_in_captivity,,"cárcere privado.n
custodiado.a
detido.a
preso.a
privação.n",,"captivity.n
prisoner.n","Holding_location
Theme","A Theme is held in captivity by an Agent or Cause.

Twenty soldiers were in captivity for over a month before they were released

I never release my [prisoners|Target].

She couldn't believe she was prisoner in her own home.",Being_in_captivity,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1114,ExactMatch,
815,Being_in_category,"constituir.v
equivaler.v",,,"amount.v
constitute.v
count.v
tantamount.a","Category
Criteria
Item","An Item belongs to a Category, as (often implicitly) conceived of by a Cognizer.

To me this counts as historical fiction because it is based on real events.",Being_in_category,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/815,ExactMatch,
807,Being_in_control,,"administrado.a
administrar.v
conseguir.v
controlar.v
segurar a onda.v","gérer.v
maîtrise.n","control.n
control.v
dominate.v
domination.n
manage.v
management.n
manipulate.v
manipulation.n
rule.v","Controlling_entity
Dependent_entity","A Controlling_entity has control of a Dependent_entity, Dependent_situation, or Dependent_variable.

She was in control of the empire within two days.

This frame is distinct from Control in that the Controlling_entity is not fully asserted to be currently controlling the Dependent_entity, Dependent_situation, or Dependent_variable, but rather is attentive to it and capable of making the situation correspond to the desired state at any time.",Being_in_control,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/807,ExactMatch,
668,Being_in_effect,,válido.a,,"binding.a
effect.n
effective.a
force.n
null.a
valid.a
void.a",Binding_principle,"A particular Binding_principle is (or is not) operative, that is, any obligations, restrictions, and any other aspects of the Binding_principle are (or are not) in effect. The Binding_principle can be expressed as being in effect for a particular Duration, or at a particular Time or Place, or under certain Circumstances.

This law|bin_pri will only become in effect during the last three weeks of the year|dur.
The statutory wetlands definition|bin_pri is effective immediately|tim.
This contract is binding on all parties|obl.

Although the in effect is properly in this frame, (put) into effect is analyzed in the Execute_plan frame. This is in part because to put an (evacuation) plan into effect is to actually execute the plan (to evacuate), while to put a plan in effect is to determine that in the future the plan may have to executed, i.e., to make the plan binding. Similar observations can be made for come into effect.",Being_in_effect,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/668,ExactMatch,
475,Being_in_operation,,,éteint.a,"off.prep
on.prep
operate.v
operational.a",Device,"A Device or machine is in (or out of) service. Note that being broken or functional is a separate issue from being turned on or off. This latter notion is what the present frame is concerned with.
The Time when and the Place where the Device is in use may be specified, as may be the Purpose a backgrounded human User had in turning the Device on or off.


The TV is on
The lights were off when I came by.",Being_in_operation,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/475,ExactMatch,
1115,Being_incarcerated,,,,"behind bars.adv
do time.idio
incarcerated.a
inmate.n
jail.n
prison.n
serve (one's) time.v
serve.v","Prison
Prisoner","A Prisoner is punished for committing a Crime by being confined to a Prison for a specified period of time.

Phil's serving time at Pelican Bay.",Being_incarcerated,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1115,ExactMatch,
817,Being_included,,,,,"Part
Whole","A Part is profiled as being a subset or constituent subpart of a Whole. This is in contrast to Inclusion frame, wherein the same relation is seen from the point of view of the Whole.",Being_included,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/817,ExactMatch,
483,Being_located,,"encontrar.v
estar.v
ficar.v
localizado.a
localizar.v
paradeiro.n
situado.a
situar.v",,"find.v
lie.v
located.a
sit.v
situated.a
stand.v
twenty.n
whereabouts.n","Location
Theme","A Theme is in a stable position with respect to a Location.

Our offices are located about two miles south of I-85 .",Being_located,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/483,ExactMatch,
205,Being_named,,"apelido.n
chamado.a
conhecido como.a
conhecido.a
nome.n","appelé.a
appelé.a
nom.n
s appeler.v
s appeler.v","agnomen.n
aka.a
alias.n
allonym.n
also known as.a
brand name.n
by-name.n
caconym.n
Christian name.n
codename.n
codenamed.a
cognomen.n
designated.a
entitled.a
eponym.n
family name.n
first name.n
forename.n
full name.n
given name.n
go.v
known.a
last name.n
maiden name.n
married name.n
metronymic.n
middle name.n
misnomer.n
moniker.n
name.n
named.a
nameless.a
nee.a
nickname.n
nom de guerre.n
nom de plume.n
patronymic.n
pen name.n
pet name.n
praenomen.n
pseudonym.n
so-called.a
soubriquet.n
stage name.n
surname.n
trivial name.n","Entity
Name","This frame concerns entities conventionally being referred to by particular names.

Her name was Lola.",Being_named,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/205,ExactMatch,
558,Being_necessary,,"essencial.n
excesso.n
exigido.a
indispensável.a
necessariamente.adv
necessário.a
necessidade.n
necessitar.v
para.a
parar.v
requerido.a
requerimento.n
ter que.v","devoir.v
essentiel.a
exigence.n
falloir.v
nécessaire.a","basic.a
basic.a
essential.a
extra.a
extra.n
indispensable.a
necessary.a
necessity.n
needed.a
required.a
requirement.n","Dependent
Required_entity
Requirement","A Dependent state-of-affairs has a Requirement as a prerequisite for obtaining or occurring.

The atomic bombings|req were probably not necessary to win WWII without a mainland invasion of Japan|dep.

We will take the required measures|req, regardless of the yelping of the left. DNI|dep

Two tokens|reqe are necessary for county to county trips.",Being_necessary,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/558,ExactMatch,
361,Being_obligated,"compromiso.n
deber.n
obligación.n
obligado.a
responsabilidad.n","afazer.n
dever.n
dever.v
devir.v
obrigação.n
obrigar.v
tarefa.n","devoir.n
devoir.v
mission.n
multitarefa.n
supposer.v
tâche.n","assignment.n
bound.a
commission.n
contract.n
duty.n
have to.v
imposition.n
job.n
mission.n
must.v
obligated.a
obligation.n
obliged.a
responsibility.n
task.n","Duty
Responsible_party","Under some Condition, usually left implicit, a Responsible_party is required to perform some Duty. If they do not perform the Duty, there may be some undesirable Consequence, which may or may not be stated overtly.

It is my duty to fight any attack on the Brotherhood .
This country|Resp has the responsibility to support its citizens' right to express themselves.
I|Resp am obligated to pay or they'll double the fine|Con.

NB: Contrast this frame with Likelihood and Preconditions frames, which involve many of the same lemmas.

Many LUs which might be expected to be found here (should, must, have to) are actually in the Required_event frame. Our analysis is that these LUs do not evoke an obligation directly, although they are frequently used in contexts that are consistent with an understanding of obligation and are pragmatically strengthened to (defeasibly) imply an obligation.",Being_obligated,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/361,ExactMatch,
564,Being_obligatory,"forzoso.a
obligado.a
obligatorio.a
preceptivo.a","cumprir.v
dever.n
dever.v
exigência.n
fundamental.a
imprescindível.a
indispensável.a
mandatório.a
obrigar.v
obrigatoriamente.adv
obrigatório.a
pagar.v
requisito.n
vital.a",,"behoove.v
binding.a
compulsory.a
incumbent.a
mandatorily.adv
mandatory.a
obligatorily.adv
obligatory.a
voluntary.a","Duty
Responsible_party","Under some Condition, usually left implicit, a Duty needs to be fulfilled by a
Responsible_party. If the Duty is not performed, there may be some undesirable Consequence for the Responsible_party, which may or may not be stated overtly.
Compare this frame to the Being_obligated frame.



It would behoove us|res to comprehend and personalize what Jesus had to tell his disciples|dut

Fressed too much at the obligatory BBQ|dut. INI|res

When I was in HS, marching band|dut was mandatory in order to participate in any of the other ensembles INI|res

Should insurance|dut be compulsory?",Being_obligatory,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/564,ExactMatch,
586,Being_operational,,"adiantar.v
função.n
funcional.a
funcionar.v
operacional.a
quebrado.a",,"broken.a
busted.a
down.a
downed.a
function.n
functional.a
in order.a
operational.a
work.v
working.a",Object,"An Object with an understood function is or is not in a state ready to perform that function.

The remote is almost broken.

Hand me that broken watch so I can throw it away.",Being_operational,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/586,ExactMatch,
1205,Being_pregnant,,,,"expecting.a
pregnant.a","Father
Mother
Offspring
Parents","This frame describes the experience of expecting and bearing a child, from the perspective of the parent(s).",Being_pregnant,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1205,ExactMatch,
1373,Being_questionable,,,,"dubious.a
fishy.a
questionable.a
suspect.a
suspicious.a","Behavior
Entity
Social_actor","In this frame, an Entity or Behavior is suspicious or otherwise subject to question. The general implication is that the Entity or Behavior provides evidence for some (as yet unproven) socially undesirable conclusion about a (usually implicit) Social_actor. (Such conclusions often include the idea that some individual is lying, or that a crime was committed.)
We found some suspicious checks lying on his desk.
It was rather suspicious of you|soc to leave the party just before the police arrived.",Being_questionable,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1373,ExactMatch,
1042,Being_relevant,,relevante.a,,"irrelevant.a
pertain.v
pertinent.a
play (into).v
relevance.n
relevant.a","Cognizer
Endeavor
Phenomenon","A Phenomenon is related to some cognitive action, the Endeavor, of a Cognizer. In many LUs, the Cognizer is null-instantiated and implied as being the speaker or another participant of the Endeavor.

This book is very relevant to my essay.
This book is very relevant to my essay.",Being_relevant,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1042,ExactMatch,
318,Being_rotted,,,,"decayed.a
mouldy.a
putrid.a
rancid.a
rotted.a
rotten.a",Patient,"An organic item, the Patient, has undergone the natural process of rotting and decaying with a possible expression of the Degree to which the rotting has occurred. The coconut milk became rancid.",Being_rotted,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/318,ExactMatch,
649,Being_up_to_it,,"apto.a
preparado.a
suficiente.a",,"equal.a
pair.n
sufficient.a
up to.prep","Activity
Entity","An Entity meets the pre-conditions for participating in an Activity that is judged to be difficult for it to participate in, either due to inherent properties of the Entity or temporary Circumstances. A Degree modifier may indicate by how much the Entity exceeds or falls short of the minimum requirements.

Little Tommy was not up to getting out of bed because he was quite sick.",Being_up_to_it,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/649,ExactMatch,
304,Being_wet,"empapado.a
húmedo.a
mojado.a
sudado.a","encharcar.v
molhado.a
molhar.v",,"clammy.a
damp.a
dewy.a
drenched.a
humid.a
moist.a
moistened.a
saturated.a
soaked.a
soaking.a
sodden.a
soggy.a
sopping.a
sweaty.a
waterlogged.a
wet.a","Item
Liquid","An Item is in a state of wetness with the possibility of the wetting Liquid being mentioned, along with the Degree of wetness.
The mop is drenched with water from last night's rain.",Being_wet,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/304,ExactMatch,
813,Besieging,,,,"beleaguer.v
besiege.v
besiegement.n
encirclement.n
invest.v
investment.n
siege.n
siege.v","Assailant
Victim","An Assailant, a group of armed forces, surrounds the Victim, a military location and the people within it, in an attempt to cut the Victim off from the outside, with the goal of either forcing their surrender or weakening them so that an invasion would be successful. A successful siege is often followed by the Assailant taking control of (the land held by) the Victim.

Towards the end of the summer|tim, a great English host|ass besieged the Danish fort of Tempsford|vic and took it, killing the last Danish king of East Anglia.",Besieging,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/813,ExactMatch,
328,Beyond_compare,,,,"beyond compare.a
incomparable.a
matchless.a
nonpareil.a
peerless.a
unequalled.a
unmatched.a
unrivalled.a
without compare.a
without equal.a
without match.a
without peer.a","Competitors
Standard
Variable","Compared to its Competitors, a Standard is at the high end of a scale with respect to some Variable. The Competitors are frequently not realized syntactically.
The taxpayer is supporting a system unmatched in wastefulness .
The drawing room was a place of unmatched squalor.
She was envious of her mother's matchless beauty.

When there is no overt Variable it must be understood from the context. He was unmatched by any other politician of his time.

When the target occurs as the modifier of a predicate nominal, it is tagged as Standard, rather than Variable.
They were matchless needlers of each other.",Beyond_compare,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/328,ExactMatch,
1374,Billing,,,,"bill.v
invoice.n
invoice.v","Bad_action
Billing_authority
Debtor
Goods
Money
Owed_party
Rate",A Billing_authority communicates in written form that the Debtor owes the Owed_party (often the same as the Billing_authority) some amount of Money for certain Goods (including services) provided by the Owed_party or to clear a debt for a Bad_action by the Debtor against the Owed_party.,Billing,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1374,ExactMatch,
173,Biological_area,mato.n,"cerrado.n
deserto.n
floresta.n
formigueiro.n
mato.n
oásis.n
pântano.n
pradaria.n
selva.n","forêt.n
nid.n","bog.n
bush.n
copse.n
desert.n
fen.n
forest.n
glade.n
grassland.n
greenwood.n
heathland.n
jungle.n
lea.n
marsh.n
marshland.n
mead.n
meadowland.n
mire.n
moor.n
mudflat.n
nest.n
oasis.n
plain.n
prairie.n
rainforest.n
savanna.n
scrub.n
shrubbery.n
spinney.n
swamp.n
swampland.n
taiga.n
thicket.n
tundra.n
veld.n
wold.n
wood.n
woodland.n",Locale,"This frame contains words that denote large ecological areas as well as smaller locations characterized by the type of life present--in other words, geography locations as defined by biota.

I've spent a long time in the rugged [prairies|Locale] of northern Llorwyn.",Biological_area,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/173,ExactMatch,
1135,Biological_classification,,espécie.n,espèce.n,"class.n
domain.n
family.n
genus.n
kingdom.n
order.n
phylum.n
species.n
variety.n","Member
Rank
Subtype","This frame has to do with scientific taxonomy. The lexical units in this frame include the seven major classifications in which organisms are grouped based on common biological characteristics. These classifications are labeled Rank in this frame. The Members or Subtype of the Rank is often expressed with the use of the target-denoting noun.

[Phylum|Target] Arthropoda|Sub contains crustaceans, insects, spiders and other creepy-crawlies|Mem.

The snow leopard|Mem belongs to the [kingdom|Target] Animalia|Sub.",Biological_classification,https://webtool.framenetbr.ufjf.br/index.php/webtool/report/frame/showFrame/1135,ExactMatch,
