id,frame,lus,fe,definition,связь с BFN,link,MatchEvaluation
178,Erfolg_oder_Fehlschlag,[],['Agens'],"Ein  FE:AgensAgens hat versucht, ein  FE:ZielZiel zu erreichen, und das tatsächliche Ergebnis der Handlung des  FE:AgensAgens wurde so gelöst, dass sie entweder spezifisch mit der Absicht des  FE:AgensAgens übereinstimmt (<em>z.B. Erfolg</em>) oder nicht mit ihr übereinstimmt (<em>z.B. Fehlschlag</em>).",Success_or_failure,https://framenet-constructicon.hhu.de/framenet/frame?id=178,ExactMatch
175,Erforderliches_Ereignis,"[('bedürfen', 'V'), ('benötigen', 'V'), ('brauchen', 'V'), ('gelten', 'V'), ('müssen', 'V')]",['Erforderliche_Situation'],"Es besteht eine bestimmte  FE:Erforderliche_SituationErforderliche_Situation, sonst folgen  FE:Negative_KonsequenzenNegative_Konsequenzen. Die  FE:Erforderliche_SituationErforderliche_Situation kann auch nötig sein, um einen bestimmten  FE:ZweckZweck (der  FE:Negative_KonsequenzenNegative_Konsequenzen vermeidet) zu erreichen. Es kann eine Reihe von  FE:UmständeUmständen angegeben werden, unter denen die Anforderung gilt.",Required_event,https://framenet-constructicon.hhu.de/framenet/frame?id=175,ExactMatch
210,Erfordern,[],"['Abhängiger_Zustand', 'Erforderliche_Entität', 'Voraussetzung']",Der Erhalt eines Zustandes der  FE:VoraussetzungAnforderung oder das Vorhandensein einer  FE:Erforderliche_EntitätErforderten_Entität wird als Voraussetzung für den Erhalt oder das Auftreten eines  FE:Abhängiger_Zustandabhängigen Zustandes betrachtet.,Have_as_requirement,https://framenet-constructicon.hhu.de/framenet/frame?id=210,ExactMatch
114,Erinnern_an_auszuführende_Aufgabe,"[('denken', 'V'), ('erinnern', 'V'), ('vergessen', 'V')]","['Handlung', 'Kognizierender', 'Saliente_Entität']","Ein  FE:KognizierenderKognizierender denkt an eine  FE:HandlungHandlung, die eine selbstauferlegte oder fremdvergebene Aufgabe oder eine andere Art von wünschenswertem Verhalten ist und führt diese aus oder vergisst, sie auszuführen. Die  FE:HandlungHandlung kann mit einer  FE:Saliente_EntitätSalienten_Entität in Zusammenhang stehen, die der  FE:KognizierenderKognizierende verwendet oder beeinflusst. Die  FE:Saliente_EntitätSaliente_Entität kann metonymisch für die  FE:HandlungHandlung stehen und statt dieser ausgedrückt werden.",Remembering_to_do,https://framenet-constructicon.hhu.de/framenet/frame?id=114,ExactMatch
115,Erinnern_an_Erfahrung,[],"['Eindruck', 'Erfahrung', 'Kognizierender', 'Saliente_Entität', 'Zustand']","Ein  FE:KognizierenderKognizierender ruft eine episodische Erinnerung der vergangenen  FE:ErfahrungErfahrung oder einen  FE:EindruckEindruck einer  FE:Saliente_EntitätWichtigen_Entität auf, die auf der Grundlage der bisherigen Erfahrung gebildet wurde. Der  FE:KognizierenderKognizierende kann sich auch an die  FE:Saliente_EntitätWichtige_Entität in einem bestimmten  FE:ZustandZustand erinnern, die als Referenz-Frame im Gedächtnis des  FE:KognizierenderKognizers dient. Wenn die Aufmerksamkeit auf eine   FE:Saliente_EntitätWichtige_Entität gerichtet ist, dann ist die Erwähnung einer globalen  FE:ErfahrungErfahrung ausgeschlossen und typischerweise (aber nicht immer) wird entweder ein  FE:ZustandZustand oder ein  FE:EindruckEindruck der  FE:Saliente_Entitätwichtigen_Entität präsentiert. Die episodische Erinnerung ist die explizite Erinnerung an Ereignisse. Sie beinhaltet Zeit, Ort und die damit verbundenen Emotionen (die die Qualität der Erinnerung beeinflussen). Die episodische Erinnerung kontrastiert und interagiert mit dem semantischen Gedächtnis, dem Gedächtnis von Fakten und Konzepten. Der Frame Erinnern_an_Informationen (FN:Remembering_information) befasst sich mit der letztgenannten Art von Gedächtnis.",Remembering_experience,https://framenet-constructicon.hhu.de/framenet/frame?id=115,ExactMatch
113,Erinnern_an_Informationen,"[('behalten', 'V'), ('vergessen', 'V')]","['Inhalt', 'Kognizierender']","Ein  FE:KognizierenderKognizierender behält Informationen im Gedächtnis und kann sie abrufen. Der im Gedächtnis gespeicherte mentale  FE:InhaltInhalt kann auf Erfahrungen oder Fakten basieren, die aus einem  FE:KontextKontext stammen und es kann ein  FE:ThemaThema angegeben sein, auf das sich die erinnerte Information bezieht.",Remembering_information,https://framenet-constructicon.hhu.de/framenet/frame?id=113,ExactMatch
929,Erkranken,[],"['Erkrankung', 'Protagonist']","Ein  FE:ProtagonistProtagonist leidet an einer  FE:ErkrankungKrankheit, die oft implizit von einer  FE:QuelleQuelle erworben wurde.",Come_down_with,https://framenet-constructicon.hhu.de/framenet/frame?id=929,ExactMatch
652,Erkrankungen,"[('haben', 'V'), ('leiden', 'V')]","['Erkrankung', 'Patient']","Ein  FE:PatientPatient leidet unter einer  FE:ErkrankungErkrankung oder Beschwerden, die behandelt werden, von denen er geheilt werden kann oder an denen er stirbt.",Medical_conditions,https://framenet-constructicon.hhu.de/framenet/frame?id=652,ExactMatch
818,Erkrankung_Symptom_Relation,"[('Ursache', 'N'), ('zeigen', 'V')]","['Erkrankung', 'Patient', 'Symptom']","Ein  FE:PatientPatient hat eine  FE:ErkrankungErkrankung, die aufgrund seiner  FE:SymptomSymptome nachvollzogen werden kann. Dieser Frame listet alle Möglichkeiten auf, die Relation zwischen einem  FE:PatientPatienten, einer  FE:ErkrankungErkrankung und  FE:SymptomSymptomen darzustellen, einschließlich LE, die auch viel allgemeinere Frames wie z. B. Verursachen evozieren.",Condition_symptom_relation,https://framenet-constructicon.hhu.de/framenet/frame?id=818,ExactMatch
1098,Erlaubnis_erteilen_oder_verwehren,[],"['Autorität', 'Handlung', 'Protagonist']","In diesem Frame lässt eine  FE:AutoritätAutorität es einen  FE:ProtagonistProtagonisten in irgendeiner Weise wissen, ob sie es ihm erlaubt oder nicht, sich an einer  FE:HandlungHandlung zu beteiligen. Bei lexikalischen Einheiten dieses Frames, die mit dem semantischen Typ ""Negation"" gekennzeichnet sind, z. B. <em>genehmigen.v</em> , hat die  FE:AutoritätAutorität die Befugnis, dem  FE:ProtagonistProtagonisten zu sagen, dass er etwas nicht tun soll, aber tut dies nicht. Es wird davon ausgegangen, dass, wenn der  FE:ProtagonistProtagonist die  FE:HandlungHandlung ohne Erlaubnis durchführt, die  FE:AutoritätAutorität den  FE:ProtagonistProtagonisten in irgendeiner Weise bestraft, zumindest mit Ablehnung; wenn die  FE:AutoritätAutorität die Erlaubnis jedoch erteilt, stimmt sie zu, den  FE:ProtagonistProtagonisten nicht dafür zu bestrafen, dass er die  FE:HandlungHandlung durchführt.",Deny_or_grant_permission,https://framenet-constructicon.hhu.de/framenet/frame?id=1098,ExactMatch
453,Ernennen,"[('berufen', 'V'), ('bestellen (zu)', 'V'), ('bestimmen', 'V'), ('bestätigen (als)', 'V'), ('einsetzen', 'V')]","['Auswählender', 'Beauftragter', 'Funktion', 'Gremium', 'Rolle']","Ein  FE:AuswählenderAuswählender, oft eine Person in einer Führungsrolle, ernennt einen  FE:BeauftragterBeauftragten, der eine offizielle  FE:RolleRolle oder  FE:FunktionFunktion in einer Organisation, dem  FE:GremiumGremium, übernimmt.",Appointing,https://framenet-constructicon.hhu.de/framenet/frame?id=453,ExactMatch
501,Erobern,[],"['Eroberer', 'Erobertes']","Dieser Frame beschreibt ein  FE:ErobertesObjekt, das seine Autonomie verliert und möglicherweise als Folge einer erfolgreichen Invasion im Auftrag eines  FE:ErobererEroberenden materiellen Schaden erleidet.",Conquering,https://framenet-constructicon.hhu.de/framenet/frame?id=501,ExactMatch
947,Erschaffen,"[('ausstellen', 'V'), ('bauen', 'V'), ('bilden', 'V'), ('erschaffen', 'V'), ('gestalten', 'V'), ('in die Welt setzen', 'MWA'), ('machen', 'V'), ('produzieren', 'V'), ('treten', 'V'), ('zusammenbauen', 'V')]","['Erschaffender', 'Erschaffenes']",Ein  FE:ErschaffenderErschaffender ist verantwortlich für die Bildung eines  FE:ErschaffenesErschaffenen. In manchen Fällen kann auch eine  FE:UrsacheUrsache zur Entstehung des  FE:ErschaffenesErschaffenen führen.,Creating,https://framenet-constructicon.hhu.de/framenet/frame?id=947,ExactMatch
322,Erschaffen_einer_Darstellung,"[('fotografieren', 'V'), ('malen', 'V'), ('schneiden', 'V'), ('zeichnen', 'V')]","['Erschaffender', 'Repräsentiertes']","Ein  FE:ErschaffenderErschaffender erzeugt ein physisches Objekt, das als  FE:DarstellungDarstellung einer tatsächlichen oder imaginären Entität oder eines Ereignisses dienen soll, das  FE:RepräsentiertesRepräsentierte.",Create_representation,https://framenet-constructicon.hhu.de/framenet/frame?id=322,ExactMatch
323,Erschaffen_physischer_Kunstwerke,"[('malen', 'V'), ('sprühen', 'V'), ('zeichnen', 'V')]","['Darstellung', 'Erschaffender']","Ein  FE:ErschaffenderErschaffender erstellt ein Artefakt, das typischerweise eine ikonische  FE:DarstellungDarstellung einer tatsächlichen oder imaginären Entität oder eines Ereignisses ist. Die  FE:DarstellungDarstellung kann auch an eine Idee erinnern, ohne auf Ähnlichkeit zu beruhen.",Create_physical_artwork,https://framenet-constructicon.hhu.de/framenet/frame?id=323,ExactMatch
52,Ersetzen,"[('ablösen', 'V'), ('ersetzen', 'V'), ('umtauschen', 'V'), ('wechseln', 'V')]","['Agens', 'Altes', 'Neues']","Ein  FE:AgensAgens ändert den Füller einer  FE:RolleRolle, indem er etwas  FE:AltesAltes durch etwas  FE:NeuesNeues ersetzt. In den meisten Fällen ist die  FE:RolleRolle implizit.",Replacing,https://framenet-constructicon.hhu.de/framenet/frame?id=52,ExactMatch
1035,Erster_Rang,"[('führend', 'ADJ'), ('primär', 'ADJ')]","['Betrachtungsgrenzen', 'Element', 'Kontrastmenge']","Ein  FE:ElementElement befindet sich im Vergleich zu anderen Mitgliedern einer  FE:KontrastmengeKontrastmenge (normalerweise implizit), die ansonsten dem  FE:ElementElement ähnlich ist, am oberen Ende einer Skala von Relevanz oder sozialem Rang (oder eines anderen  FE:AttributMerkmals). Oftmals werden die Grenzen der  FE:KontrastmengeKontrastmenge durch einen Ausdruck der  FE:BetrachtungsgrenzenBetrachtungsgrenzen bestimmt.",First_rank,https://framenet-constructicon.hhu.de/framenet/frame?id=1035,ExactMatch
16,Erste_Erfahrung,"[('als Erstes', 'ADV'), ('zum ersten Mal', 'ADV')]",['Erfahrung'],Ein impliziter Erlebender hat zum ersten Mal eine  FE:ErfahrungErfahrung. Einige LE können spezifisch eine agentive Aktivität implizieren.,First_experience,https://framenet-constructicon.hhu.de/framenet/frame?id=16,ExactMatch
298,Erwarteter_Standort_der_Person,[],"['Ort', 'Person']",Eine  FE:PersonPerson wohnt oder arbeitet in der Regel an einem  FE:OrtStandort.,Expected_location_of_person,https://framenet-constructicon.hhu.de/framenet/frame?id=298,ExactMatch
731,Erwartung,[],"['Kognizierender', 'Phänomen', 'Thema']","Wörter in diesem Frame haben mit einem  FE:KognizierenderKognizierenden zu tun, der glaubt, dass ein  FE:PhänomenPhänomen in der Zukunft stattfinden wird. Einige Wörter im Frame (z.B. <em>voraussehen.v</em>) deuten darauf hin, dass das  FE:PhänomenPhänomen auch als wahr erklärt wird, während andere Wörter dies nicht tun.",Expectation,https://framenet-constructicon.hhu.de/framenet/frame?id=731,ExactMatch
849,Erwerbstätigkeit,"[('arbeiten', 'V'), ('gehen (als)', 'V'), ('Job', 'N'), ('sein', 'V'), ('spielen', 'V')]","['Arbeitgeber', 'Arbeitnehmer', 'Aufgabe', 'Beschäftigungsort', 'Fachbereich', 'Position']","Ein  FE:ArbeitnehmerArbeitnehmer hat eine  FE:PositionPosition inne, die in einer bestimmten  FE:FachbereichDomäne stattfindet oder er arbeitet an einer bestimmten  FE:AufgabeAufgabe, für die ein  FE:ArbeitgeberArbeitgeber dem  FE:ArbeitnehmerArbeitnehmer eine  FE:VergütungVergütung gewährt.",Being_employed,https://framenet-constructicon.hhu.de/framenet/frame?id=849,ExactMatch
537,Erwähnung,"[('eingehen', 'V'), ('erwähnen', 'V')]","['Inhalt', 'Kommunizierender', 'Medium', 'Nachricht']","Ein  FE:KommunizierenderKommunizierender oder ein  FE:MediumMedium verweist in einer  FE:NachrichtNachricht kurz auf etwas, in dem nur ein Teil des gesamten Inhalts profiliert ist.",Mention,https://framenet-constructicon.hhu.de/framenet/frame?id=537,ExactMatch
176,Erwünschtes_Ereignis,"[('sollen', 'V')]",['Sachverhalt'],"Ein bestimmter  FE:SachverhaltSachverhalt ist wünschenswert. Der   FE:SachverhaltSachverhalt kann erforderlich sein, um einen  FE:ZweckZweck zu erreichen. Es kann eine Reihe von  FE:UmständeUmständen angegeben werden, unter denen die Beurteilung des Erwünschtseins gilt.",Desirable_event,https://framenet-constructicon.hhu.de/framenet/frame?id=176,ExactMatch
986,Erwünschtheit,"[('gehen', 'V'), ('zu wünschen übrig lassen', 'MWA')]",['Beurteilte_Entität'],"Eine  FE:Beurteilte_EntitätBeurteilte_Entität wird danach beurteilt, wie sehr die mit ihr verbundene Eigenschaft wahrscheinlich geschätzt werden würde. In der Regel wird die  FE:Beurteilte_EntitätBeurteilte_Entität implizit als gut oder schlecht im Vergleich zu anderen Instanzen ihrer Art beurteilt. Die Erwünschtheit der  FE:Beurteilte_EntitätBeurteilten_Entität wird durch einen oder mehrere  FE:ParameterParameter bestimmt, die skalare Eigenschaften der  FE:Beurteilte_EntitätBeurteilten_Entität sind. Die Bewertung kann auch explizit basieren auf einer Reihe von  FE:UmständeUmständen, einer  FE:VergleichsmengeVergleichsmenge von Entitäten, die derselben Klasse wie die  FE:Beurteilte_EntitätBeurteilte_Entiät angehören, oder einer  FE:Betroffene_ParteiBetroffenen_Partei.",Desirability,https://framenet-constructicon.hhu.de/framenet/frame?id=986,ExactMatch
1155,Erzählen,[],"['Adressat', 'Medium', 'Nachricht', 'Sprecher', 'Thema']","Ein  FE:SprecherSprecher übermittelt eine  FE:NachrichtNachricht an einen  FE:AdressatAdressaten, die indirekt als  FE:ThemaThema bezeichnet werden kann. Anstelle (oder zusätzlich zu) einem  FE:SprecherSprecher kann auch ein  FE:MediumMedium erwähnt werden.",Telling,https://framenet-constructicon.hhu.de/framenet/frame?id=1155,ExactMatch
615,Ethnische_Beschreibung,[],['Person'],Die ethnische Zugehörigkeit einer  FE:PersonPerson wird beschrieben.,Race_descriptor,https://framenet-constructicon.hhu.de/framenet/frame?id=615,ExactMatch
205,Etwas_erstreben,[],"['Agens', 'Erwünschtes', 'Sachverhalt']","Ein  FE:AgensAgens beabsichtigt und unternimmt Schritte, um einen  FE:SachverhaltBestimmten_Zustand zu erreichen oder, metonymisch, eine  FE:ErwünschtesErwünschte_Entität zu erhalten.",Seeking_to_achieve,https://framenet-constructicon.hhu.de/framenet/frame?id=205,ExactMatch
681,Evidenz,[],"['Beleg', 'Proposition']","Der  FE:BelegBeleg, ein Phänomen oder eine Tatsache, bestätigt eine Behauptung oder eine vorgeschlagene Vorgehensweise, die  FE:PropositionAussage, wobei auch der  FE:RelevanzbereichRelevanzbereich ausgedrückt werden kann. Einige der Wörter, die diesen Frame evozieren (z.B. <em>argumentieren</em>) sind Kommunikationswörter, die in einem nicht-kommunikativen, epistemischen Sinne verwendet werden.",Evidence,https://framenet-constructicon.hhu.de/framenet/frame?id=681,ExactMatch
5,Evozieren,[],"['Kognizierender', 'Phänomen', 'Stimulus']","Ein  FE:StimulusStimulus veranlasst einen  FE:KognizierenderKognizierenden, aufgrund seiner wahrgenommenen Ähnlichkeit an ein vorheriges  FE:PhänomenPhänomen zu denken.",Evoking,https://framenet-constructicon.hhu.de/framenet/frame?id=5,ExactMatch
1128,Existenz,[],['Entität'],"Eine  FE:EntitätEntität wird als existent erklärt, im Allgemeinen unabhängig von ihrer Position oder sogar der Möglichkeit, ihre Position anzugeben.  FE:ZeitZeit,  FE:DauerDauer,  FE:Inhärenter_ZweckEigenzweck und  FE:ZustandZustand können ebenfalls erwähnt werden. Dieser Frame ist mit der Gegenwart zu kontrastieren, die die Existenz einer  FE:EntitätEntität in einem bestimmten (und herausragenden) raumzeitlichen Kontext beschreibt, und die auch die Anwesenheit eines Beobachters beinhaltet, der die Existenz der  FE:EntitätEntität in diesem Kontext erkennen kann.",Existence,https://framenet-constructicon.hhu.de/framenet/frame?id=1128,ExactMatch
792,Experimentieren,[],"['Behandeltes_Individuum', 'Behandlungsgruppe', 'Experiment', 'Experimentierender', 'Hypothese', 'Kontrollgruppe', 'Kontrollgruppenmitglied', 'Probanden', 'Thema']","Ein  FE:ExperimentierenderExperiementierender führt ein  FE:ExperimentExperiment basierend auf einer  FE:HypotheseHypothese durch. Dieses  FE:ExperimentExperiment enthält eine  FE:KontrollgruppeKontrollgruppe oder ein  FE:KontrollgruppenmitgliedKontrollgruppenmitglied, die/das mit einer  FE:BehandlungsgruppeBehandlungsgruppe oder einem  FE:Behandeltes_IndividuumBehandelten_Individuum verglichen wird, um das  FE:ErgebnisErgebnis zu bestimmen .",Experimentation,https://framenet-constructicon.hhu.de/framenet/frame?id=792,ExactMatch
714,Explosion,"[('explodieren', 'V')]",['Sprengsatz'],"Ein  FE:SprengsatzSprengsatz explodiert aufgrund chemischer, nuklearer oder anderer Reaktionen und verursacht möglicherweise Schäden in der Umgebung. Oft, aber nicht immer ist der  FE:SprengsatzSprengsatz eine Waffe.",Explosion,https://framenet-constructicon.hhu.de/framenet/frame?id=714,ExactMatch
256,Exportieren,[],"['Exportbereich', 'Exporteur', 'Importbereich', 'Waren']",Ein  FE:ExporteurExporteur bewegt  FE:WarenWaren über eine Grenze von einem  FE:ExportbereichExportbereich zu einem  FE:ImportbereichImportbereich.,Exporting,https://framenet-constructicon.hhu.de/framenet/frame?id=256,ExactMatch
261,Extrempunkt,[],"['Entität', 'Kennzeichnung']","Eine  FE:EntitätEntität, die Merkmale aufweist, die sich im Laufe der Zeit ändern, befindet sich an einem Punkt oder in einer Phase ihrer Entwicklung, in der sie im Vergleich zu anderen tatsächlichen oder erwarteten Entwicklungsstadien extrem hohe oder niedrige Leistungen oder Intensitäten aufweist. Der hohe oder niedrige Entwicklungsstand korreliert mit dem Auftreten einer  FE:KennzeichnungKennzeichnung, eines von der  FE:EntitätEntität hergestellten Produkts oder eines Ereignisses, an dem sie teilnimmt, was auf die Fähigkeiten oder die Intensität der  FE:EntitätEntität hinweist.",Extreme_point,https://framenet-constructicon.hhu.de/framenet/frame?id=261,ExactMatch
275,Extremwert,[],"['Attribut', 'Entität', 'Wert']","Eine  FE:EntitätEntität besitzt einen  FE:WertWert für ein bestimmtes  FE:AttributMerkmal, der im Vergleich zu entweder den Werten anderer Entitäten oder zu Werten derselben  FE:EntitätEntität zu anderen Zeitpunkten extrem ist.",Extreme_value,https://framenet-constructicon.hhu.de/framenet/frame?id=275,ExactMatch
155,Fachbereiche,[],"['Aktivität', 'Beruf', 'Praktizierender', 'Saliente_Entität']","Eine Einzelperson oder Gruppe ( FE:PraktizierenderPraktizierender) oder ein Teil ihres Arbeitslebens ( FE:BerufBeruf) wird professionell durch die  FE:AktivitätAktivität definiert, an der sie typischerweise teilnehmen. Alternativ kann die  FE:AktivitätAktivität durch eine  FE:Saliente_EntitätSaliente_Entität angezeigt werden, die konventionell mit ihr verbunden ist.",Fields,https://framenet-constructicon.hhu.de/framenet/frame?id=155,ExactMatch
508,Fahrbahnen,[],['Fahrbahn'],"Dieser Frame beinhaltet beständige  FE:FahrbahnFahrbahnen, die zwei feste  FE:EndpunkteEndpunkte, die  FE:QuelleQuelle und das  FE:ZielZiel, verbinden. Als physische Objekte können sie  FE:NameNamen und  FE:MerkmalEigenschaften haben. Ferner sind sie aus einem  FE:MaterialMaterial hergestellt und erstrecken sich über den Boden, sodass sie einen  FE:WegWeg überwinden und/oder an einen  FE:Relativer_OrtRelativen_Ort gebunden sein können, an dem eine Fortbewegung stattfinden kann.",Roadways,https://framenet-constructicon.hhu.de/framenet/frame?id=508,ExactMatch
715,Falle,[],"['Betrüger', 'Falle', 'Opfer']","Ein  FE:BetrügerBetrüger richtet eine  FE:FalleFalle ein, um ein  FE:OpferOpfer zu veranlassen, ein falsches Verständnis über eine Situation zu haben. Der  FE:BetrügerBetrüger erwartet, dass dies das  FE:OpferOpfer dazu veranlassen wird, eine Vorgehensweise zu ergreifen (einschließlich nichts zu tun), die dem  FE:OpferOpfer Schaden zufügt.",Trap,https://framenet-constructicon.hhu.de/framenet/frame?id=715,ExactMatch
1058,Farbe,[],"['Entität', 'Farbe']","Eine  FE:FarbeFarbe dient als Orientierung im Farbraum, entweder als mehr oder weniger fest umrissener Punkt oder als breitere Region. Insbesondere im letzteren Fall kann sie mit einem bestimmten  FE:TypTyp definiert werden, der im Vergleich zur Farbe einer  FE:VergleichsentitätVergleichsentität weiter spezifiziert, durch einen  FE:FarbtonFarbton modifiziert oder mit einem  FE:DeskriptorDeskriptor bewertet wird. Alle Farbwörter werden im Allgemeinen verwendet, um die Farbe einer bestimmten (physischen)  FE:EntitätEntität anzugeben.",Color,https://framenet-constructicon.hhu.de/framenet/frame?id=1058,ExactMatch
622,Farbqualitäten,[],"['Entität', 'Farbe']","Bestimmte Aspekte einer  FE:FarbeFarbe werden beschrieben. Der  FE:GradGrad, zu dem die diskutierte  FE:FarbeFarbe vom Prototyp abweicht, kann markiert werden. Die Beschreibung kann auch auf einen bestimmten Aspekt der Farbe abzielen.",Color_qualities,https://framenet-constructicon.hhu.de/framenet/frame?id=622,ExactMatch
1728,Fehlen_von_Beschränkungen_Bildschema,[],"['Hindernis', 'Kraftausübende_Entität']","Ein  FE:HindernisHindernis (in der Skizze B), das die  FE:Kraftausübende_EntitätKraftausübende_Entität (A) daran hindern könnte, ihre Kraft auszuüben, existiert nicht.",,https://framenet-constructicon.hhu.de/framenet/frame?id=1728,
1076,Fehlverhalten_melden,[],"['Autorität', 'Informant', 'Verhalten', 'Übeltäter']",In diesem Frame informiert ein  FE:InformantInformant die  FE:AutoritätAutorität über das illegale oder anderweitig unzulässige  FE:VerhaltenVerhalten des  FE:ÜbeltäterÜbeltäters.,Reporting,https://framenet-constructicon.hhu.de/framenet/frame?id=1076,ExactMatch
1199,Feindliche_Begegnung,[],"['Angelegenheit', 'Seite_1', 'Seite_2', 'Seiten', 'Zweck']","Dieser Frame wird von Wörtern evoziert, die eine feindliche Begegnung zwischen gegensätzlichen Kräften ( FE:Seite_1Seite_1 und  FE:Seite_2Seite_2, die kollektiv als  FE:SeitenSeiten benannt werden können) über eine umstrittene  FE:AngelegenheitAngelegenheit und/oder zur Erreichung eines bestimmten  FE:ZweckZwecks beschreiben.",Hostile_encounter,https://framenet-constructicon.hhu.de/framenet/frame?id=1199,ExactMatch
769,Ferngesteuerter_Sprengkörper,[],['Bombe'],"Ein ferngesteuerter Sprengsatz bzw.  FE:BombeBombe ist zur Detonation beim Empfang eines Signals (Fernzündung) hergestellt, typischerweise über einen Draht, der zu einem Auslöser führt. Der Auslöser kann direkt vom  FE:ZündenderZündenden betätigt werden. Oder der Auslösemechanismus kann drahtlos aktiviert werden, z.B. durch ein Mobiltelefon. In diesem Fall wird die Waffe im Englischen als ""Remote Control IED"" bezeichnet.",Distant_operated_IED,https://framenet-constructicon.hhu.de/framenet/frame?id=769,ExactMatch
853,Feuer_erlischt,"[('erlöschen', 'V')]",['Feuer'],Ein  FE:FeuerFeuer erlischt.,Fire_going_out,https://framenet-constructicon.hhu.de/framenet/frame?id=853,ExactMatch
852,Feuer_erlischt_Szenario,[],['Feuer'],"Dieses Szenario beginnt mit einem brennenden  FE:FeuerFeuer, geht über zu einem erlöschenden  FE:FeuerFeuer und endet mit einem gelöschten  FE:FeuerFeuer.",Fire_end_scenario,https://framenet-constructicon.hhu.de/framenet/frame?id=852,ExactMatch
856,Feuer_fangen,[],"['Brennstoff', 'Feuer']","Ein  FE:BrennstoffBrennstoff, ein brennbarer Gegenstand oder eine brennbare Substanz, gerät in Brand. In diesem Frame steht nicht die Brandursache im Vordergrund, sondern die Tatsache, dass ein Brand ausgelöst wurde. In seltenen Fällen wird nur das  FE:FeuerFeuer erwähnt und der zugehörige  FE:BrennstoffBrennstoff nicht.",Catching_fire,https://framenet-constructicon.hhu.de/framenet/frame?id=856,ExactMatch
850,Feuer_löschen,"[('löschen', 'V')]","['Agens', 'Feuer']","Ein  FE:AgensAgens verursacht, dass ein  FE:FeuerFeuer nicht mehr brennt.",Putting_out_fire,https://framenet-constructicon.hhu.de/framenet/frame?id=850,ExactMatch
851,Feuer_löschen_Szenario,[],"['Agens', 'Feuer']","Das Szenario beginnt mit einem brennenden  FE:FeuerFeuer, geht über zu einer Handlung eines  FE:AgensAgens, der das  FE:FeuerFeuer zum Erlöschen bringen möchte, und endet mit dem gelöschten  FE:FeuerFeuer.",Fire_stopping_scenario,https://framenet-constructicon.hhu.de/framenet/frame?id=851,ExactMatch
859,Feuer_machen,"[('anzünden', 'V'), ('brennen', 'V'), ('entzünden', 'V'), ('in Brand setzen', 'MWA')]","['Anzündender', 'Entzündliche_Stoffe', 'Flamme', 'Ursache']",Durch einen  FE:AnzündenderAnzündenden oder eine  FE:UrsacheUrsache wird eine  FE:FlammeFlamme erzeugt oder werden  FE:Entzündliche_StoffeEntzündliche_Stoffe entzündet.,Setting_fire,https://framenet-constructicon.hhu.de/framenet/frame?id=859,ExactMatch
495,Figur_Hintergrund_Bildschema,[],"['Hintergrund', 'Profilierter_Bereich']",Ein  FE:Profilierter_BereichProfilierter_Bereich (in der Skizze A) sticht relativ zu einem  FE:HintergrundHintergrund (B) hervor. Dieses Bildschema ist als den anderen Bildschemata übergeordnet zu begreifen und vererbt seine FE an diese.,Image_schema,https://framenet-constructicon.hhu.de/framenet/frame?id=495,ExactMatch
916,Finanzieren,[],"['Auferlegter_Zweck', 'Empfänger', 'Finanzierender']","Ein  FE:FinanzierenderAnbieter stellt einem  FE:EmpfängerEmpfänger Geld zur Verfügung, um einen Bedarf oder Zweck ( FE:Auferlegter_ZweckAuferlegter_Zweck) des  FE:EmpfängerEmpfängers zu erfüllen.",Funding,https://framenet-constructicon.hhu.de/framenet/frame?id=916,ExactMatch
324,Flüchten,"[('fliehen', 'V')]","['Quelle', 'Richtung', 'Selbstständig_Bewegender', 'Weg', 'Ziel']","Ein  FE:Selbstständig_BewegenderSelbstständig_Bewegender reagiert auf eine (reale oder imaginäre) Gefahr, indem er sich von ihr entfernt.",Fleeing,https://framenet-constructicon.hhu.de/framenet/frame?id=324,ExactMatch
793,Flüchtiger,[],['Flüchtiger'],"Ein  FE:FlüchtigerFlüchtiger vermeidet die Wiederergreifung durch oder im Auftrag der  FE:AutoritätenBehörden in Bezug auf ein  FE:StraftatVerbrechen, das der  FE:FlüchtigerFlüchtige begangen hat oder bei dem der Verdacht besteht, dass er es begangen hat.",Fugitive,https://framenet-constructicon.hhu.de/framenet/frame?id=793,ExactMatch
976,Flüssigkeitsbewegung,"[('drücken', 'V'), ('fließen', 'V'), ('kommen', 'V'), ('laufen', 'V'), ('münden', 'V'), ('verlieren', 'V')]","['Bereich', 'Flüssigkeit', 'Quelle', 'Weg', 'Ziel']",Eine  FE:FlüssigkeitFlüssigkeit bewegt sich von einer  FE:QuelleQuelle zu einem  FE:ZielZiel auf einem  FE:WegWeg oder innerhalb eines  FE:BereichBereichs.,Fluidic_motion,https://framenet-constructicon.hhu.de/framenet/frame?id=976,ExactMatch
